row_label_raw,row_label_full,Công ty TNHH Một thành viên Hà Nam – HanosimexCông trình xây dựng Công ty TNHH Một thành viên Hà Nam Hanosimex > Tổng Công ty Cổ phần Đệt May Nam ĐịnhDự án Khu Công nghiệp Hoà Xá,31/12/2021VND > - > 12.944.252.512,1/1/2021VND > 18.857.851.051 > 13.079.345.579,numeric__31/12/2021VND > - > 12.944.252.512,numeric__1/1/2021VND > 18.857.851.051 > 13.079.345.579
Công ty Cổ phần Đệt Gia dụng Phong PhúMáy móc thiết bị,Công ty Cổ phần Đệt Gia dụng Phong PhúMáy móc thiết bị,Công ty Cổ phần Đệt Gia dụng Phong PhúMáy móc thiết bị,-,32.696.386.922,,32696386922.0
Tổng Công ty Cổ phần Phong PhúMáy móc thiết bị chờ lắp đặtDự án đầu tư nhà máy sợi cọcDự án chợ mới thành phố Vũng Tàu,Tổng Công ty Cổ phần Phong PhúMáy móc thiết bị chờ lắp đặtDự án đầu tư nhà máy sợi cọcDự án chợ mới thành phố Vũng Tàu,Tổng Công ty Cổ phần Phong PhúMáy móc thiết bị chờ lắp đặtDự án đầu tư nhà máy sợi cọcDự án chợ mới thành phố Vũng Tàu,4.786.980.938427.393.9531.835.173.954,-1.407.780.001,4.786980938427394e+28,-1407780001.0
Công ty Cổ phần Phát triển hạ tầng Đệt may Phố NốiHệ thống xử lý nước thải,Công ty Cổ phần Phát triển hạ tầng Đệt may Phố NốiHệ thống xử lý nước thải,Công ty Cổ phần Phát triển hạ tầng Đệt may Phố NốiHệ thống xử lý nước thải,-,15.823.812.763,,15823812763.0
Công ty Cổ phần May HalotexcoXây dựng nhà máy may tại xã Phúc Thọ,Công ty Cổ phần May HalotexcoXây dựng nhà máy may tại xã Phúc Thọ,Công ty Cổ phần May HalotexcoXây dựng nhà máy may tại xã Phúc Thọ,-,30.753.789.316,,30753789316.0
Công ty Cổ phần Đệt May HuếDự án đầu tư thay thế thiết bị nhà máy Sợi,Công ty Cổ phần Đệt May HuếDự án đầu tư thay thế thiết bị nhà máy Sợi,Công ty Cổ phần Đệt May HuếDự án đầu tư thay thế thiết bị nhà máy Sợi,3.332.001.731,-,3332001731.0,
Các công trình khác,Các công trình khác,Các công trình khác,17.757.677.748,50.068.538.574,17757677748.0,50068538574.0
,,,209.706.048.578,664.927.575.048,209706048578.0,664927575048.0
