row_label_raw,row_label_full,col_0,31/12/2021,31/12/2021_1,31/12/2021_2,numeric__31/12/2021,numeric__31/12/2021_1,numeric__31/12/2021_2
,,,Tổng khoản thanh toán tiền thuê tài chính VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,34.472.714.670,2.966.281.931,31.506.432.739,34472714670.0,2966281931.0,31506432739.0
Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,56.318.769.986,1.588.295.386,54.730.474.600,56318769986.0,1588295386.0,54730474600.0
Sau năm năm,Sau năm năm,Sau năm năm,13.476.720.600,139.829.911,13.336.890.689,13476720600.0,139829911.0,13336890689.0
,,,104.268.205.256,4.694.407.228,99.573.798.028,104268205256.0,4694407228.0,99573798028.0
,,,1/1/2021,1/1/2021,1/1/2021,,,
,,,Tổng khoản thanh toán tiền thuê tài chính VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,21.448.303.507,2.593.525.470,18.854.778.037,21448303507.0,2593525470.0,18854778037.0
Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,36.737.380.930,2.298.164.945,34.439.215.985,36737380930.0,2298164945.0,34439215985.0
Sau năm năm,Sau năm năm,Sau năm năm,10.923.582.788,531.337.013,10.392.245.775,10923582788.0,531337013.0,10392245775.0
,,,69.109.267.225,5.423.027.428,63.686.239.797,69109267225.0,5423027428.0,63686239797.0
