row_label_raw,row_label_full,Khoản mục,"Nhà cửa,vật kiến trúcVND","Phương tiệnvận tải,truyền đãnVND","Thiết bị,dụng cụquản lýVND",CộngVND,"numeric__Nhà cửa,vật kiến trúcVND","numeric__Phương tiệnvận tải,truyền đãnVND","numeric__Thiết bị,dụng cụquản lýVND",numeric__CộngVND
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,
Tại ngày 01/01/2025,Nguyên giá: > Tại ngày 01/01/2025,Tại ngày 01/01/2025,3.646.591.259,7.093.736.125,3.083.779.066,13.824.106.450,3646591259.0,7093736125.0,3083779066.0,13824106450.0
Mua trong năm,Nguyên giá: > Mua trong năm,Mua trong năm,-,26.272.727,485.656.405,511.929.132,,26272727.0,485656405.0,511929132.0
Tại ngày 31/12/2025,Nguyên giá: > Tại ngày 31/12/2025,Tại ngày 31/12/2025,3.646.591.259,7.120.008.852,3.569.435.471,14.336.035.582,3646591259.0,7120008852.0,3569435471.0,14336035582.0
Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,,,,
Tại ngày 01/01/2025,Giá trị hao mòn lũy kế: > Tại ngày 01/01/2025,Tại ngày 01/01/2025,3.646.591.259,3.305.294.583,2.799.692.772,9.751.578.614,3646591259.0,3305294583.0,2799692772.0,9751578614.0
Khấu hao trong năm,Giá trị hao mòn lũy kế: > Khấu hao trong năm,Khấu hao trong năm,-,748.441.224,277.175.500,1.025.616.724,,748441224.0,277175500.0,1025616724.0
Tại ngày 31/12/2025,Giá trị hao mòn lũy kế: > Tại ngày 31/12/2025,Tại ngày 31/12/2025,3.646.591.259,4.053.735.807,3.076.868.272,10.777.195.338,3646591259.0,4053735807.0,3076868272.0,10777195338.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,
Tại ngày 01/01/2025,Giá trị còn lại: > Tại ngày 01/01/2025,Tại ngày 01/01/2025,-,3.788.441.542,284.086.294,4.072.527.836,,3788441542.0,284086294.0,4072527836.0
Tại ngày 31/12/2025,Giá trị còn lại: > Tại ngày 31/12/2025,Tại ngày 31/12/2025,-,3.066.273.045,492.567.199,3.558.840.244,,3066273045.0,492567199.0,3558840244.0
