row_label_raw,row_label_full,Stt,Nội dung,Năm 2025,Năm 2024,Số tiền tăng (+)/giảm(-),Tỷ lệ (%),numeric__Nội dung,numeric__Năm 2025,numeric__Năm 2024,numeric__Số tiền tăng (+)/giảm(-),numeric__Tỷ lệ (%)
1,1,1,Doanh thu bán hàng và cung cấp dịch vụ,103.061.873.291,265.986.579.231,- 162.924.705.940,"Giảm 61,25%",,103061873291.0,265986579231.0,-162924705940.0,
2,2,2,Giá vốn hàng bán,41.330.377.342,183.152.718.811,- 141.822.341.469,"Giảm 77,43%",,41330377342.0,183152718811.0,-141822341469.0,
3,3,3,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,61.731.495.949,82.833.860.420,- 21.102.364.471,"Giảm 25,48%",,61731495949.0,82833860420.0,-21102364471.0,
4,4,4,Doanh thu hoạt động tài chính,616.501.561.156,505.120.711.943,+ 111.380.849.213,"Tăng 22,05%",,616501561156.0,505120711943.0,,
5,5,5,Chi phí tài chính,37.565.978.036,2.803.835.943,+ 34.762.142.093,"Tăng 1.239,81 %",,37565978036.0,2803835943.0,,
6,6,6,Chi phí bán hàng,-,1.765.383.567,- 1.765.383.567,Giảm 100%,,,1765383567.0,-1765383567.0,
7,7,7,Tổng lợi nhuận kế toán trước thuế,580.381.731.887,525.360.204.257,+ 55.021.527.630,"Tăng 10,47%",,580381731887.0,525360204257.0,,
8,8,8,Lợi nhuận sau thuế thu nhập doanh nghiệp,576.303.792.197,515.323.295.337,+ 60.980.496.860,"Tăng 11,83%",,576303792197.0,515323295337.0,,
