row_label_raw,row_label_full,STT,Tên,Ngành nghề hoạt động chính,Địa chỉ,Tỷ lệ sở hữu trực tiếp,Tỷ lệ sở hữu trực tiếp_1,numeric__Tên,numeric__Ngành nghề hoạt động chính,numeric__Địa chỉ,numeric__Tỷ lệ sở hữu trực tiếp,numeric__Tỷ lệ sở hữu trực tiếp_1
STT,STT,STT,Tên,Ngành nghề hoạt động chính,Địa chỉ,Tại ngày 31/12/2025,Tại ngày 01/01/2025,,,,,
1.,STT > 1.,1.,Công ty Cổ phần Sonadezi Long Bình,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","Số 1, Đường 3A, Khu công nghiệp Biên Hòa 2, phường Long Hưng, tỉnh Đồng Nai, Việt Nam","46,22%","46,22%",,,,0.4622,0.4622
2.,STT > 2.,2.,Công ty Cổ phần Dịch vụ Sonadezi,Thu gom rác thải không độc hại,"Số 1, Đường 1, Khu công nghiệp Biên Hòa 1, phường Trấn Biên, tỉnh Đồng Nai, Việt Nam","20,00%","20,00%",,,,0.2,0.2
3.,STT > 3.,3.,Công ty Cổ phần Sonadezi Châu Đức,"Đầu tư xây dựng và kinh doanh cơ sở hạ tầng khu công nghiệp, kinh doanh bất động sản","Số 1, Đường 1, Khu công nghiệp Biên Hòa 1, phường Trấn Biên, tỉnh Đồng Nai, Việt Nam","46,84%","46,84%",,,,0.46840000000000004,0.46840000000000004
4.,STT > 4.,4.,Công ty Cổ phần Sonadezi An Bình,Xây dựng công trình kỹ thuật dân dụng,"Số 113-116 lô C2, Đường 9, khu dân cư An Bình, phường Trấn Biên, tỉnh Đồng Nai, Việt Nam","37,95%","37,95%",,,,0.3795,0.3795
5.,STT > 5.,5.,Công ty Cổ phần Sonadezi Bình Thuận,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","443 Thôn 6, xã Tân Minh, tỉnh Lâm Đồng, Việt Nam","42,00%","42,00%",,,,0.42,0.42
6.,STT > 6.,6.,Công ty Cổ phần Sonadezi Khánh Hòa,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","Lô LK37-12B, khu đô thị Mỹ Gia, phường Nam Nha Trang, tỉnh Khánh Hòa, Việt Nam","40,069%",-,,,,0.40069000000000005,
