row_label_raw,row_label_full,NGUỒN VỐN,Mã số,TM,Tại ngày 31/12/2025,Tại ngày 01/01/2025,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2025,numeric__Tại ngày 01/01/2025
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,97.302.794.956,65.848.565.042,300.0,,97302794956.0,65848565042.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,49.211.011.236,27.758.053.810,310.0,,49211011236.0,27758053810.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,4.10,17.554.336.232,4.061.056.610,311.0,410.0,17554336232.0,4061056610.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,,3.491.987.511,338.750.635,312.0,,3491987511.0,338750635.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,4.11,6.446.787.796,6.405.738.113,313.0,411.0,6446787796.0,6405738113.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,4.12,7.123.760.000,4.295.865.050,314.0,412.0,7123760000.0,4295865050.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,,455.497.951,248.599.740,315.0,,455497951.0,248599740.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,,6.318.189,-,318.0,,6318189.0,
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,4.13,4.061.108.279,1.351.524.852,319.0,413.0,4061108279.0,1351524852.0
8. Dự phòng phải trả ngắn hạn,8. Dự phòng phải trả ngắn hạn,8. Dự phòng phải trả ngắn hạn,321,,1.862.445.000,-,321.0,,1862445000.0,
"9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi",322,4.14,8.208.770.278,11.056.518.810,322.0,414.0,8208770278.0,11056518810.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,48.091.783.720,38.090.511.232,330.0,,48091783720.0,38090511232.0
1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,1. Phải trả dài hạn khác,337,4.13,48.091.783.720,38.090.511.232,337.0,413.0,48091783720.0,38090511232.0
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,4.546.625.979.698,4.466.122.049.501,400.0,,4546625979698.0,4466122049501.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,4.15,4.546.625.979.698,4.466.122.049.501,410.0,415.0,4546625979698.0,4466122049501.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,3.765.000.000.000,3.765.000.000.000,411.0,,3765000000000.0,3765000000000.0
Cố phiếu phố thông có quyền biểu quyết,Cố phiếu phố thông có quyền biểu quyết,Cố phiếu phố thông có quyền biểu quyết,411a,,3.765.000.000.000,3.765.000.000.000,,,3765000000000.0,3765000000000.0
2. Cổ phiếu quỹ,2. Cổ phiếu quỹ,2. Cổ phiếu quỹ,415,,(90.100.000),(90.100.000),415.0,,-90100000.0,-90100000.0
3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,418,,166.272.453.153,140.512.711.153,418.0,,166272453153.0,140512711153.0
4. Lợi nhuận sau thuế chưa phân phối,4. Lợi nhuận sau thuế chưa phân phối,4. Lợi nhuận sau thuế chưa phân phối,421,,615.443.626.545,560.699.438.348,421.0,,615443626545.0,560699438348.0
LNST chưa phân phối lũy kê đến CK trước,LNST chưa phân phối lũy kê đến CK trước,LNST chưa phân phối lũy kê đến CK trước,421a,,39.139.834.348,48.926.553.011,,,39139834348.0,48926553011.0
LNST chưa phân phối kỳ này,LNST chưa phân phối kỳ này,LNST chưa phân phối kỳ này,421b,,576.303.792.197,511.772.885.337,,,576303792197.0,511772885337.0
TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),440,,4.643.928.774.654,4.531.970.614.543,440.0,,4643928774654.0,4531970614543.0
