row_label_raw,row_label_full,col_0,Tại ngày 31/12/2025VND > Giá gốc,Tại ngày 31/12/2025VND > Giá trị hợp lý,Tại ngày 31/12/2025VND > Dự phòng,Tại ngày 01/01/2025VND > Giá gốc,Tại ngày 01/01/2025VND > Giá trị hợp lý,Tại ngày 01/01/2025VND > Dự phòng,numeric__Tại ngày 31/12/2025VND > Giá gốc,numeric__Tại ngày 31/12/2025VND > Giá trị hợp lý,numeric__Tại ngày 31/12/2025VND > Dự phòng,numeric__Tại ngày 01/01/2025VND > Giá gốc,numeric__Tại ngày 01/01/2025VND > Giá trị hợp lý,numeric__Tại ngày 01/01/2025VND > Dự phòng
Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,,,,,,
Công ty Cổ phầnSonadezi Châu Đức,Đầu tư vào công ty liên kết: > Công ty Cổ phầnSonadezi Châu Đức,Công ty Cổ phầnSonadezi Châu Đức,1.050.432.527.264,2.457.694.800.000,-,1.050.432.527.264,3.574.828.800.000,-,1050432527264.0,2457694800000.0,,1050432527264.0,3574828800000.0,
Công ty Cổ phầnSonadezi Giang Điền,Đầu tư vào công ty liên kết: > Công ty Cổ phầnSonadezi Giang Điền,Công ty Cổ phầnSonadezi Giang Điền,255.000.000.000,924.205.000.000,-,255.000.000.000,879.580.000.000,-,255000000000.0,924205000000.0,,255000000000.0,879580000000.0,
Công ty Cổ phầnSonadezi Khánh Hoà,Đầu tư vào công ty liên kết: > Công ty Cổ phầnSonadezi Khánh Hoà,Công ty Cổ phầnSonadezi Khánh Hoà,220.381.000.000,(*),-,-,-,-,220381000000.0,,,,,
Công ty Cổ phầnSonadezi Long Bình,Đầu tư vào công ty liên kết: > Công ty Cổ phầnSonadezi Long Bình,Công ty Cổ phầnSonadezi Long Bình,172.866.022.000,520.012.500.000,-,172.866.022.000,550.519.900.000,-,172866022000.0,520012500000.0,,172866022000.0,550519900000.0,
Công ty Cổ phầnSonadezi Bình Thuận,Đầu tư vào công ty liên kết: > Công ty Cổ phầnSonadezi Bình Thuận,Công ty Cổ phầnSonadezi Bình Thuận,168.000.000.000,(*),-,168.000.000.000,(*),-,168000000000.0,,,168000000000.0,,
Công ty Cổ phần Đầu tư Quốclỗ 91 Cần Thơ - An Giang,Đầu tư vào công ty liên kết: > Công ty Cổ phần Đầu tư Quốclỗ 91 Cần Thơ - An Giang,Công ty Cổ phần Đầu tư Quốclỗ 91 Cần Thơ - An Giang,112.000.000.000,(*),(27.383.710.000),112.000.000.000,(*),-,112000000000.0,,-27383710000.0,112000000000.0,,
Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,53.838.407.700,40.834.965.600,(8.233.734.000),53.838.407.700,80.177.884.380,-,53838407700.0,40834965600.0,-8233734000.0,53838407700.0,80177884380.0,
Trường Cao đẳng Công nghệvà Quản trị Sonadezi,Đầu tư vào công ty liên kết: > Trường Cao đẳng Công nghệvà Quản trị Sonadezi,Trường Cao đẳng Công nghệvà Quản trị Sonadezi,33.436.575.595,(*),-,33.436.575.595,(*),-,33436575595.0,,,33436575595.0,,
Công ty Cổ phầnSonadezi An Bình,Đầu tư vào công ty liên kết: > Công ty Cổ phầnSonadezi An Bình,Công ty Cổ phầnSonadezi An Bình,29.841.520.005,(*),-,29.841.520.005,(*),-,29841520005.0,,,29841520005.0,,
Công ty Cổ phầnKinh doanh nhà Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phầnKinh doanh nhà Đồng Nai,Công ty Cổ phầnKinh doanh nhà Đồng Nai,21.578.551.008,(*),-,21.578.551.008,(*),-,21578551008.0,,,21578551008.0,,
Công ty Cổ phầnDịch vụ Sonadezi,Đầu tư vào công ty liên kết: > Công ty Cổ phầnDịch vụ Sonadezi,Công ty Cổ phầnDịch vụ Sonadezi,37.600.000.000,60.613.333.333,-,12.600.000.000,30.753.333.333,-,37600000000.0,60613333333.0,,12600000000.0,30753333333.0,
Công ty Cổ phầnSơn Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phầnSơn Đồng Nai,Công ty Cổ phầnSơn Đồng Nai,10.295.294.400,23.688.288.000,-,10.295.294.400,28.699.272.000,-,10295294400.0,23688288000.0,,10295294400.0,28699272000.0,
Công ty Cổ phầnXây dựng Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phầnXây dựng Đồng Nai,Công ty Cổ phầnXây dựng Đồng Nai,9.432.951.811,(*),-,9.432.951.811,(*),-,9432951811.0,,,9432951811.0,,
Cộng,Đầu tư vào công ty liên kết: > Cộng,Cộng,2.174.702.849.783,,(35.617.444.000),1.929.321.849.783,,-,2174702849783.0,,-35617444000.0,1929321849783.0,,
