row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2025,Tại ngày 01/01/2025,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2025,numeric__Tại ngày 01/01/2025
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,175.220.430.172,456.382.195.819,100.0,,175220430172.0,456382195819.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4.1,38.090.467.888,36.640.724.352,110.0,41.0,38090467888.0,36640724352.0
1. Tiền,1. Tiền,1. Tiền,111,,20.090.467.888,26.640.724.352,111.0,,20090467888.0,26640724352.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,18.000.000.000,10.000.000.000,112.0,,18000000000.0,10000000000.0
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,,60.710.000.000,374.792.580.548,120.0,,60710000000.0,374792580548.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,4.2,60.710.000.000,374.792.580.548,123.0,42.0,60710000000.0,374792580548.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,46.231.719.414,26.948.243.719,130.0,,46231719414.0,26948243719.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,4.3,66.210.169.444,44.152.485.613,131.0,43.0,66210169444.0,44152485613.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,6.769.840.000,6.161.800.416,132.0,,6769840000.0,6161800416.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,4.4,9.153.096.246,7.248.104.741,136.0,44.0,9153096246.0,7248104741.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,4.5,(35.901.386.276),(30.614.147.051),137.0,45.0,-35901386276.0,-30614147051.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,5.717.546.424,6.208.944.133,140.0,,5717546424.0,6208944133.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,5.717.546.424,6.208.944.133,141.0,,5717546424.0,6208944133.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,24.470.696.446,11.791.703.067,150.0,,24470696446.0,11791703067.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,844.771.052,542.879.971,151.0,,844771052.0,542879971.0
2. Thuê GTGT được khấu trừ,2. Thuê GTGT được khấu trừ,2. Thuê GTGT được khấu trừ,152,4.11,23.617.331.909,11.238.602.491,152.0,411.0,23617331909.0,11238602491.0
3. Thuê và các khoản khác phải thu Nhà nước,3. Thuê và các khoản khác phải thu Nhà nước,3. Thuê và các khoản khác phải thu Nhà nước,153,4.11,8.593.485,10.220.605,153.0,411.0,8593485.0,10220605.0
