row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2025,Tại ngày 01/01/2025,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2025,numeric__Tại ngày 01/01/2025
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,4.468.708.344.482,4.075.588.418.724,200.0,,4468708344482.0,4075588418724.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,200.000.000,1.274.817.500,210.0,,200000000.0,1274817500.0
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,,200.000.000,200.000.000,212.0,,200000000.0,200000000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,,-,1.074.817.500,216.0,,,1074817500.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,4.492.732.244,5.664.347.280,220.0,,4492732244.0,5664347280.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,4.6,3.558.840.244,4.072.527.836,221.0,46.0,3558840244.0,4072527836.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,14.336.035.582,13.824.106.450,222.0,,14336035582.0,13824106450.0
Giá trị hao mòn lũy kê,Giá trị hao mòn lũy kê,Giá trị hao mòn lũy kê,223,,(10.777.195.338),(9.751.578.614),223.0,,-10777195338.0,-9751578614.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,4.7,933.892.000,1.591.819.444,227.0,47.0,933892000.0,1591819444.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,7.790.907.770,7.705.907.770,228.0,,7790907770.0,7705907770.0
Giá trị hao mòn lũy kê,Giá trị hao mòn lũy kê,Giá trị hao mòn lũy kê,229,,(6.857.015.770),(6.114.088.326),229.0,,-6857015770.0,-6114088326.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,4.8,243.265.254.279,53.245.908.349,230.0,48.0,243265254279.0,53245908349.0
1. Nguyên giá,1. Nguyên giá,1. Nguyên giá,231,,372.963.182.580,176.313.467.983,231.0,,372963182580.0,176313467983.0
2. Giá trị hao mòn lũy kê,2. Giá trị hao mòn lũy kê,2. Giá trị hao mòn lũy kê,232,,(129.697.928.301),(123.067.559.634),232.0,,-129697928301.0,-123067559634.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,1.865.829.942,2.067.220.408,240.0,,1865829942.0,2067220408.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,,1.865.829.942,2.067.220.408,242.0,,1865829942.0,2067220408.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,4.2,3.905.833.944.650,3.697.900.696.846,250.0,42.0,3905833944650.0,3697900696846.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,1.690.924.462.517,1.690.924.462.517,251.0,,1690924462517.0,1690924462517.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,2.174.702.849.783,1.929.321.849.783,252.0,,2174702849783.0,1929321849783.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,149.148.164.350,149.148.164.350,253.0,,149148164350.0,149148164350.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(108.941.532.000),(71.493.779.804),254.0,,-108941532000.0,-71493779804.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,313.050.583.367,315.435.428.341,260.0,,313050583367.0,315435428341.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,4.9,313.050.583.367,315.435.428.341,261.0,49.0,313050583367.0,315435428341.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,4.643.928.774.654,4.531.970.614.543,270.0,,4643928774654.0,4531970614543.0
