row_label_raw,row_label_full,CHỈ TIÊU,Mã số,TM,Năm 2025,Năm 2024,numeric__Mã số,numeric__TM,numeric__Năm 2025,numeric__Năm 2024
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1,5.1,103.061.873.291,265.986.579.231,1.0,51.0,103061873291.0,265986579231.0
2. Doanh thu thuần về bán hàng và cung cấp dịch vụ,2. Doanh thu thuần về bán hàng và cung cấp dịch vụ,2. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,103.061.873.291,265.986.579.231,10.0,,103061873291.0,265986579231.0
3. Giá vốn hàng bán,3. Giá vốn hàng bán,3. Giá vốn hàng bán,11,5.2,41.330.377.342,183.152.718.811,11.0,52.0,41330377342.0,183152718811.0
4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,61.731.495.949,82.833.860.420,20.0,,61731495949.0,82833860420.0
5. Doanh thu hoạt động tài chính,5. Doanh thu hoạt động tài chính,5. Doanh thu hoạt động tài chính,21,5.3,616.501.561.156,505.120.711.943,21.0,53.0,616501561156.0,505120711943.0
6. Chi phí tài chính,6. Chi phí tài chính,6. Chi phí tài chính,22,5.4,37.565.978.036,2.803.835.943,22.0,54.0,37565978036.0,2803835943.0
"Trong đó, chi phí lãi vay","Trong đó, chi phí lãi vay","Trong đó, chi phí lãi vay",23,,-,2.822.772.603,23.0,,,2822772603.0
7. Chi phí bán hàng,7. Chi phí bán hàng,7. Chi phí bán hàng,25,,-,1.765.383.567,25.0,,,1765383567.0
8. Chi phí quản lý doanh nghiệp,8. Chi phí quản lý doanh nghiệp,8. Chi phí quản lý doanh nghiệp,26,5.5,60.454.588.909,59.916.539.623,26.0,55.0,60454588909.0,59916539623.0
9. Lợi nhuận thuần từ hoạt động kinh doanh,9. Lợi nhuận thuần từ hoạt động kinh doanh,9. Lợi nhuận thuần từ hoạt động kinh doanh,30,,580.212.490.160,523.468.813.230,30.0,,580212490160.0,523468813230.0
10. Thu nhập khác,10. Thu nhập khác,10. Thu nhập khác,31,,179.241.727,1.909.774.414,31.0,,179241727.0,1909774414.0
11. Chi phí khác,11. Chi phí khác,11. Chi phí khác,32,,10.000.000,18.383.387,32.0,,10000000.0,18383387.0
12. Lợi nhuận khác,12. Lợi nhuận khác,12. Lợi nhuận khác,40,,169.241.727,1.891.391.027,40.0,,169241727.0,1891391027.0
13. Tổng lợi nhuận kế toán trước thuế,13. Tổng lợi nhuận kế toán trước thuế,13. Tổng lợi nhuận kế toán trước thuế,50,,580.381.731.887,525.360.204.257,50.0,,580381731887.0,525360204257.0
14. Chi phí thuế TNDN hiện hành,14. Chi phí thuế TNDN hiện hành,14. Chi phí thuế TNDN hiện hành,51,5.7,4.077.939.690,10.036.908.920,51.0,57.0,4077939690.0,10036908920.0
15. Lợi nhuận sau thuế thu nhập doanh nghiệp,15. Lợi nhuận sau thuế thu nhập doanh nghiệp,15. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,576.303.792.197,515.323.295.337,60.0,,576303792197.0,515323295337.0
