row_label_raw,row_label_full,col_0,Tại ngày31/12/2025,Tại ngày01/01/2025,numeric__Tại ngày31/12/2025,numeric__Tại ngày01/01/2025
Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,,
USD,Ngoại tệ các loại: > USD,USD,"106.598,16","106.598,16",106598.16,106598.16
EUR,Ngoại tệ các loại: > EUR,EUR,"15,00","15,00",15.0,15.0
Số lượng cổ phiếu được chia cổ tức bằng cổ phiếu của:,Số lượng cổ phiếu được chia cổ tức bằng cổ phiếu của:,Số lượng cổ phiếu được chia cổ tức bằng cổ phiếu của:,Số lượng cổ phiếu được chia cổ tức bằng cổ phiếu của:,Số lượng cổ phiếu được chia cổ tức bằng cổ phiếu của:,,
Công ty Cổ phần Sonadezi Châu Đức,Số lượng cổ phiếu được chia cổ tức bằng cổ phiếu của: > Công ty Cổ phần Sonadezi Châu Đức,Công ty Cổ phần Sonadezi Châu Đức,9.368.000,9.368.000,9368000.0,9368000.0
Công ty Cổ phần Đô thị Amata Biên Hòa,Số lượng cổ phiếu được chia cổ tức bằng cổ phiếu của: > Công ty Cổ phần Đô thị Amata Biên Hòa,Công ty Cổ phần Đô thị Amata Biên Hòa,540.000,-,540000.0,
