row_label_raw,row_label_full,Số dư đầu năm > Trích lập trong năm,Năm 2025VND > 11.056.518.810 > 6.360.522.000,Năm 2024VND > 21.642.232.979 > 8.056.153.000,numeric__Năm 2025VND > 11.056.518.810 > 6.360.522.000,numeric__Năm 2024VND > 21.642.232.979 > 8.056.153.000
Tăng khác,Tăng khác,Tăng khác,13.204.640,61.390.000,13204640.0,61390000.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(9.221.475.172),(10.321.901.419),-9221475172.0,-10321901419.0
Hoàn nhập trong năm,Hoàn nhập trong năm,Hoàn nhập trong năm,-,(8.381.355.750),,-8381355750.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,8.208.770.278,11.056.518.810,8208770278.0,11056518810.0
