row_label_raw,row_label_full,Lợi nhuận kế toán trước thuế trong năm,Năm 2025VND > 580.381.731.887,Năm 2024VND > 525.360.204.257,numeric__Năm 2025VND > 580.381.731.887,numeric__Năm 2024VND > 525.360.204.257
Cộng: Các khoản điều chỉnh tăng,Cộng: Các khoản điều chỉnh tăng,Cộng: Các khoản điều chỉnh tăng,38.069.676.768,5.758.705.057,38069676768.0,5758705057.0
Trừ: Thu nhập miễn thuế,Trừ: Thu nhập miễn thuế,Trừ: Thu nhập miễn thuế,(598.061.710.205),(480.934.364.714),-598061710205.0,-480934364714.0
Thu nhập tính thuế từ hoạt động kinh doanh,Thu nhập tính thuế từ hoạt động kinh doanh,Thu nhập tính thuế từ hoạt động kinh doanh,20.389.698.450,50.184.544.600,20389698450.0,50184544600.0
Thuế suất thuế TNDN hiện hành,Thuế suất thuế TNDN hiện hành,Thuế suất thuế TNDN hiện hành,20%,20%,0.2,0.2
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,4.077.939.690,10.036.908.920,4077939690.0,10036908920.0
