row_label_raw,row_label_full,STT,Tên,Ngành nghề hoạt động chính,Địa chỉ,Tỷ lệ sở hữu trực tiếp,Tỷ lệ sở hữu trực tiếp_1,numeric__Tên,numeric__Ngành nghề hoạt động chính,numeric__Địa chỉ,numeric__Tỷ lệ sở hữu trực tiếp,numeric__Tỷ lệ sở hữu trực tiếp_1
STT,STT,STT,Tên,Ngành nghề hoạt động chính,Địa chỉ,Tại ngày31/12/2025,Tại ngày01/01/2025,,,,,
1.,STT > 1.,1.,Công ty Cổ phầnSonadezi Giang Điền,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","Số 1, Đường 1, Khu công nghiệp Biên Hòa 1, phường Trần Biên, tỉnh Đồng Nai, Việt Nam","46,45%","46,45%",,,,0.4645,0.4645
2.,STT > 2.,2.,Công ty Cổ phần Xây dựng Đồng Nai,Xây dựng công trình dân dụng,"Số 9 Đường Huỳnh Văn Nghệ, phường Trần Biên, tỉnh Đồng Nai, Việt Nam","40,00%","40,00%",,,,0.4,0.4
3.,STT > 3.,3.,Công ty Cổ phầnSơn Đồng Nai,"Sản xuất kinh doanh sản phẩm về sơn, bột trét tưởng","Đường số 6, Khu công nghiệp Hố Nai, phường Hố Nai, tỉnh Đồng Nai, Việt Nam","30,01%","30,01%",,,,0.30010000000000003,0.30010000000000003
4.,STT > 4.,4.,Trường Cao đẳngCông nghệ và Quản trị Sonadezi,"Đào tạo cao đẳng, đại học và sau đại học","Số 1, Đường 6A, Khu công nghiệp Biên Hòa 2, phường Long Hưng, tỉnh Đồng Nai, Việt Nam","40,00%","40,00%",,,,0.4,0.4
5.,STT > 5.,5.,Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,"Xây dựng công trình giao thông, đầu tư xây dựng công trình giao thông (theo phương thức hợp đồng Xây dựng - Kinh doanh - Chuyển giao (BOT))","Số 315, Đường Võ Nguyên Giáp, phường Phước Tân, tỉnh Đồng Nai, Việt Nam","39,72%","39,72%",,,,0.3972,0.3972
6.,STT > 6.,6.,Công ty Cổ phầnKinh doanh nhà Đồng Nai,"Kinh doanh nhà và hạ tầng, xây dựng","Số 121 Phan Chu Trinh, phường Trần Biên, tỉnh Đồng Nai, Việt Nam","36,00%","36,00%",,,,0.36,0.36
7.,STT > 7.,7.,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,Sản xuất công nghiệp và dịch vụ,"138, KP 1, Đường Nguyễn Ái Quốc (quốc lộ 1A cũ), phường Trăng Dải, tỉnh Đồng Nai, Việt Nam","35,99%","52,29%",,,,0.3599,0.5229
