row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2021,01/01/2021,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2021,numeric__01/01/2021
400,400,400,D . VỐN CHỦ SỞ HỮU,V.20,7.576.339.750.459,6.872.108.506.321,,,7576339750459.0,6872108506321.0
410,410,410,I. Vốn chủ sở hữu,,7.568.709.729.259,6.865.372.851.821,,,7568709729259.0,6865372851821.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,2.588.678.490.000,2.588.678.490.000,,,2588678490000.0,2588678490000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.588.678.490.000,2.588.678.490.000,,,2588678490000.0,2588678490000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,,,,,,
412,411b > 412,412,2. Thặng dư vốn cổ phần,,45.104.200.000,45.104.200.000,,,45104200000.0,45104200000.0
413,413,413,3. Quyền chọn chuyển đổi trái phiếu,,,,,,,
414,413 > 414,414,4. Vốn khác của chủ sở hữu,,272.989.640.875,272.989.640.875,,,272989640875.0,272989640875.0
415,415,415,5. Cổ phiếu quỹ (*),,,,,,,
416,416,416,6. Chênh lệch đánh giá lại tài sản,,,,,,,
417,417,417,7. Chênh lệch tỷ giá hối đoái,,,,,,,
418,417 > 418,418,8. Quỹ đầu tư phát triển,,117.244.369.244,104.092.515.046,,,117244369244.0,104092515046.0
419,417 > 419,419,9. Quỹ hỗ trợ sắp xếp doanh nghiệp,,4.878.380.532,3.824.545.613,,,4878380532.0,3824545613.0
420,417 > 420,420,10. Quỹ khác thuộc vốn chủ sở hữu,,9.330.551.512,8.276.716.593,,,9330551512.0,8276716593.0
421,417 > 421,421,11. Lợi nhuận sau thuế chưa phân phối,,2.051.103.481.262,1.467.675.428.369,,,2051103481262.0,1467675428369.0
421a,417 > 421a,421a,- LNST chưa phân phối lũy kế đến cuối kỳ trước,,1.450.666.770.376,992.211.750.927,,,1450666770376.0,992211750927.0
421b,417 > 421b,421b,- LNST chưa phân phối kỳ này,,600.436.710.886,475.463.677.442,,,600436710886.0,475463677442.0
422,422,422,12. Nguồn vốn đầu tư XDCB,,,,,,,
429,422 > 429,429,13. Lợi ích cổ đông không kiểm soát,,2.479.380.615.834,2.374.731.315.325,,,2479380615834.0,2374731315325.0
430,422 > 430,430,II. Nguồn kinh phí và quỹ khác,,7.630.021.200,6.735.654.500,,,7630021200.0,6735654500.0
431,422 > 431,431,1. Nguồn kinh phí,,7.630.021.200,6.735.654.500,,,7630021200.0,6735654500.0
432,432,432,2. Nguồn kinh phí đã hình thành TSCĐ,,,,,,,
440,432 > 440,440,TỔNG CỘNG NGUỒN VỐN,,18.169.113.930.400,17.604.595.008.403,,,18169113930400.0,17604595008403.0
