row_label_raw,row_label_full,col_0,31/12/2021,01/01/2021,numeric__31/12/2021,numeric__01/01/2021
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,5.738.145.690,4.559.749.525,5738145690.0,4559749525.0
Chi phí trả trước về thuê hoạt động TSCĐ,Chi phí trả trước về thuê hoạt động TSCĐ,Chi phí trả trước về thuê hoạt động TSCĐ,,,,
"Công cụ, dụng cụ xuất dùng","Chi phí trả trước về thuê hoạt động TSCĐ > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",1.547.160.943,2.838.577.984,1547160943.0,2838577984.0
Chi phí đi vay,Chi phí đi vay,Chi phí đi vay,,,,
Các khoản khác,Chi phí đi vay > Các khoản khác,Các khoản khác,4.190.984.747,1.721.171.541,4190984747.0,1721171541.0
b) Dài hạn,Chi phí đi vay > b) Dài hạn,b) Dài hạn,587.889.652.058,400.235.146.520,587889652058.0,400235146520.0
Chi phí thành lập doanh nghiệp,Chi phí thành lập doanh nghiệp,Chi phí thành lập doanh nghiệp,,,,
Tiền thuê đất Sa Đéc (*),Chi phí thành lập doanh nghiệp > Tiền thuê đất Sa Đéc (*),Tiền thuê đất Sa Đéc (*),50.383.619.426,51.495.022.802,50383619426.0,51495022802.0
Tiền thuê đất nhà máy năng lượng mặt trời Tịnh Biên (*),Chi phí thành lập doanh nghiệp > Tiền thuê đất nhà máy năng lượng mặt trời Tịnh Biên (*),Tiền thuê đất nhà máy năng lượng mặt trời Tịnh Biên (*),488.662.440.398,288.178.759.313,488662440398.0,288178759313.0
Tiền thuê đất chợ Sao Mai Bình Khánh 5,Chi phí thành lập doanh nghiệp > Tiền thuê đất chợ Sao Mai Bình Khánh 5,Tiền thuê đất chợ Sao Mai Bình Khánh 5,3.877.450.345,,3877450345.0,
"Công cụ, dụng cụ xuất dùng","Chi phí thành lập doanh nghiệp > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",14.598.174.539,28.913.180.590,14598174539.0,28913180590.0
Các khoản khác,Chi phí thành lập doanh nghiệp > Các khoản khác,Các khoản khác,30.367.967.350,31.648.183.815,30367967350.0,31648183815.0
d) Tài sản thuế thu nhập hoãn lại,Chi phí thành lập doanh nghiệp > d) Tài sản thuế thu nhập hoãn lại,d) Tài sản thuế thu nhập hoãn lại,6.617.946.648,2.576.809.910,6617946648.0,2576809910.0
Thuế thu nhập hoãn lại,Chi phí thành lập doanh nghiệp > Thuế thu nhập hoãn lại,Thuế thu nhập hoãn lại,6.617.946.648,2.576.809.910,6617946648.0,2576809910.0
c) Lợi thế thương mại,Chi phí thành lập doanh nghiệp > c) Lợi thế thương mại,c) Lợi thế thương mại,192.823.256.458,229.361.531.316,192823256458.0,229361531316.0
Giá trị LTTM phát sinh từ việc mua Công ty,Chi phí thành lập doanh nghiệp > Giá trị LTTM phát sinh từ việc mua Công ty,Giá trị LTTM phát sinh từ việc mua Công ty,192.823.256.458,229.361.531.316,192823256458.0,229361531316.0
Cộng,Chi phí thành lập doanh nghiệp > Cộng,Cộng,793.069.000.854,636.733.237.271,793069000854.0,636733237271.0
