row_label_raw,row_label_full,Chi tiêu,31/12/2021,01/01/2021,numeric__31/12/2021,numeric__01/01/2021
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,2.378.725,1.445.682,2378725.0,1445682.0
Phải thu khách hàng và các khoản phải thu khác,Phải thu khách hàng và các khoản phải thu khác,Phải thu khách hàng và các khoản phải thu khác,8.304.628,9.886.750,8304628.0,9886750.0
Phải trả cho người bán và các khoản phải trả khác,Phải trả cho người bán và các khoản phải trả khác,Phải trả cho người bán và các khoản phải trả khác,(292.209),(32.862.172),-292209.0,-32862172.0
Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,(45.569.244),(43.923.798),-45569244.0,-43923798.0
Tài sản/(Nợ phải trả) thuần có gốc ngoại tệ,Tài sản/(Nợ phải trả) thuần có gốc ngoại tệ,Tài sản/(Nợ phải trả) thuần có gốc ngoại tệ,(35.178.100),(65.453.538),-35178100.0,-65453538.0
