row_label_raw,row_label_full,col_0,Năm 2021,Năm 2020,numeric__Năm 2021,numeric__Năm 2020
Giá vốn cá xuất khẩu,Giá vốn cá xuất khẩu,Giá vốn cá xuất khẩu,2.079.166.323.356,2.515.055.215.847,2079166323356.0,2515055215847.0
Giá vốn của bất động sản,Giá vốn của bất động sản,Giá vốn của bất động sản,289.874.517.774,230.145.169.222,289874517774.0,230145169222.0
Giá vốn cung cấp dịch vụ,Giá vốn cung cấp dịch vụ,Giá vốn cung cấp dịch vụ,79.384.333.520,114.511.260.108,79384333520.0,114511260108.0
Giá vốn xây dựng,Giá vốn xây dựng,Giá vốn xây dựng,82.179.170.578,169.305.342.997,82179170578.0,169305342997.0
Giá vốn thương mại,Giá vốn thương mại,Giá vốn thương mại,3.050.238.783.629,2.894.489.342.795,3050238783629.0,2894489342795.0
Giá vốn thức ăn cá,Giá vốn thức ăn cá,Giá vốn thức ăn cá,4.379.482.973.353,5.085.557.574.487,4379482973353.0,5085557574487.0
Giá vốn điện năng lượng mặt trời,Giá vốn điện năng lượng mặt trời,Giá vốn điện năng lượng mặt trời,186.138.727.439,131.848.485.639,186138727439.0,131848485639.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,,47.749.427.886,,47749427886.0
Hoàn nhập dự phòng giảm giá hàng tồn kho,Hoàn nhập dự phòng giảm giá hàng tồn kho,Hoàn nhập dự phòng giảm giá hàng tồn kho,(49.506.058.883),(15.555.000.000),-49506058883.0,-15555000000.0
Giá vốn khác,Giá vốn khác,Giá vốn khác,1.352.287.537,1.089.389.463,1352287537.0,1089389463.0
Cộng,Cộng,Cộng,10.098.311.058.303,11.174.196.208.444,10098311058303.0,11174196208444.0
