row_label_raw,row_label_full,a) Ngắn hạn,31/12/2021,01/01/2021,numeric__31/12/2021,numeric__01/01/2021
+ Công ty TNHH Vận Chuyển Kiều Trang,+ Công ty TNHH Vận Chuyển Kiều Trang,+ Công ty TNHH Vận Chuyển Kiều Trang,,36.635.162.363,,36635162363.0
+ CTY CTTC TNHH MTV NHTMCP Công Thương VN,+ CTY CTTC TNHH MTV NHTMCP Công Thương VN,+ CTY CTTC TNHH MTV NHTMCP Công Thương VN,5.656.147.111,11.462.210.655,5656147111.0,11462210655.0
+ Cục thuế tỉnh Đồng Tháp - hoàn thuế,+ Cục thuế tỉnh Đồng Tháp - hoàn thuế,+ Cục thuế tỉnh Đồng Tháp - hoàn thuế,19.600.000.000,18.650.000.000,19600000000.0,18650000000.0
+ Công Ty CP Dầu Cá Châu Á,+ Công Ty CP Dầu Cá Châu Á,+ Công Ty CP Dầu Cá Châu Á,,8.417.198.406,,8417198406.0
+ CTY TNHH MTV Mỹ Kiều,+ CTY TNHH MTV Mỹ Kiều,+ CTY TNHH MTV Mỹ Kiều,,2.000.000.000,,2000000000.0
+ CTY cho Thuê TC TNHH BIDV-SUMI TRUST-CN HCM,+ CTY cho Thuê TC TNHH BIDV-SUMI TRUST-CN HCM,+ CTY cho Thuê TC TNHH BIDV-SUMI TRUST-CN HCM,,407.101.810,,407101810.0
+ Đối tượng khác,+ Đối tượng khác,+ Đối tượng khác,56.649.999.497,107.310.892.427,56649999497.0,107310892427.0
Cộng,Cộng,Cộng,81.906.146.608,184.882.565.661,81906146608.0,184882565661.0
