row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2021,Năm 2020,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2021,numeric__Năm 2020
,,,III. Lưu chuyển tiền từ hoạt động tài chính,,,,,,,
31,31,31,"- Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,,,
32,32,32,"- Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,,,
33,32 > 33,33,- Tiền thu từ đi vay,,12.913.025.148.930,14.245.393.512.471,,,12913025148930.0,14245393512471.0
34,32 > 34,34,- Tiền trả nợ gốc vay,,(13.336.213.862.641),(12.866.613.417.157),,,-13336213862641.0,-12866613417157.0
35,32 > 35,35,- Tiền trả nợ gốc thuê tài chính,,(63.901.729.536),(60.568.823.232),,,-63901729536.0,-60568823232.0
36,32 > 36,36,"- Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(79.049.209),,,,-79049209.0,
40,32 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(487.169.492.456),1.318.211.272.082,,,-487169492456.0,1318211272082.0
50,32 > 50,50,Lưu chuyển tiền thuần trong năm,,(193.896.575.363),(40.249.618.899),,,-193896575363.0,-40249618899.0
60,32 > 60,60,Tiền và tương đương tiền đầu năm,,783.217.339.870,822.987.169.585,,,783217339870.0,822987169585.0
,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(3.410.177.314),479.789.184,,,-3410177314.0,479789184.0
70,32 > 70,70,Tiền và tương đương tiền cuối năm,,585.910.587.193,783.217.339.870,,,585910587193.0,783217339870.0
