row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2021,Năm 2020,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2021,numeric__Năm 2020
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,11.465.148.423.135,12.641.344.565.991,,,11465148423135.0,12641344565991.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,67.222.510.681,116.730.754.134,,,67222510681.0,116730754134.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,11.397.925.912.454,12.524.613.811.857,,,11397925912454.0,12524613811857.0
11,11,11,4. Giá vốn hàng bán,VI.03,10.098.311.058.303,11.174.196.208.444,,,10098311058303.0,11174196208444.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.299.614.854.151,1.350.417.603.413,,,1299614854151.0,1350417603413.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.04,200.488.549.062,232.360.452.111,,,200488549062.0,232360452111.0
22,22,22,7. Chi phí tài chính,VI.05,463.008.189.278,534.709.026.110,,,463008189278.0,534709026110.0
23,23,23,Trong đó: Chi phí lãi vay,,445.545.332.734,518.022.543.070,,,445545332734.0,518022543070.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên kết, liên doanh",,,,,,,
25,24 > 25,25,8. Chi phí bán hàng,VI.06,236.820.091.115,199.682.041.549,,,236820091115.0,199682041549.0
26,24 > 26,26,9. Chi phí quản lý doanh nghiệp,VI.06,190.895.614.951,226.555.585.232,,,190895614951.0,226555585232.0
30,24 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,609.379.507.869,621.831.402.633,,,609379507869.0,621831402633.0
31,24 > 31,31,11. Thu nhập khác,VI.07,207.770.163.024,9.105.254.803,,,207770163024.0,9105254803.0
32,24 > 32,32,12. Chi phí khác,VI.08,30.853.379.096,6.631.214.547,,,30853379096.0,6631214547.0
40,24 > 40,40,13. Lợi nhuận khác,,176.916.783.928,2.474.040.256,,,176916783928.0,2474040256.0
50,24 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,786.296.291.797,624.305.442.889,,,786296291797.0,624305442889.0
51,24 > 51,51,15. Chi phí thuế TNDN hiện hành,VI.10,85.280.470.589,50.355.245.844,,,85280470589.0,50355245844.0
52,24 > 52,52,16. Chi phí thuế TNDN hoãn lại,VI.11,(2.871.797.402),1.592.929.337,,,-2871797402.0,1592929337.0
60,24 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,703.887.618.610,572.357.267.708,,,703887618610.0,572357267708.0
61,24 > 61,61,18. Lợi nhuận kế toán sau thuế của công ty mẹ,,600.436.710.886,475.463.677.442,,,600436710886.0,475463677442.0
62,24 > 62,62,19. Lợi nhuận kế toán sau thuế của cổ đông không kiểm soát,,103.450.907.724,96.893.590.266,,,103450907724.0,96893590266.0
70,24 > 70,70,20. Lãi cơ bản trên cổ phiếu,VI.12,2.319,1.829,,,2319.0,1829.0
71,24 > 71,71,21. Lãi suy giảm trên cổ phiếu,VI.13,1.546,1.219,,,1546.0,1219.0
