row_label_raw,row_label_full,col_0,31/12/2021 > Giá gốc,31/12/2021 > Giá trị có thể thu hồi,01/01/2021 > Giá gốc,01/01/2021 > Giá trị có thể thu hồi,numeric__31/12/2021 > Giá gốc,numeric__31/12/2021 > Giá trị có thể thu hồi,numeric__01/01/2021 > Giá gốc,numeric__01/01/2021 > Giá trị có thể thu hồi
"+ LLC ""Sata Fish Ltd""","+ LLC ""Sata Fish Ltd""","+ LLC ""Sata Fish Ltd""",9.467.468.250,,10.185.126.750,,9467468250.0,,10185126750.0,
+ Alfredo Foods,+ Alfredo Foods,+ Alfredo Foods,9.073.064.061,,9.254.821.599,,9073064061.0,,9254821599.0,
Group,Group,Group,9.107.273.406,,9.289.716.248,,9107273406.0,,9289716248.0,
+ Lapson International Trading Ltd,+ Lapson International Trading Ltd,+ Lapson International Trading Ltd,6.885.734.871,,7.023.674.404,,6885734871.0,,7023674404.0,
+ Sarl Globe Alliance,+ Sarl Globe Alliance,+ Sarl Globe Alliance,7.104.351.914,,7.246.670.926,,7104351914.0,,7246670926.0,
+ Tian Ye Aquatic Products Co. Ltd,+ Tian Ye Aquatic Products Co. Ltd,+ Tian Ye Aquatic Products Co. Ltd,6.554.141.866,,6.685.438.712,,6554141866.0,,6685438712.0,
+ Công ty TNHH cơ điện tử Quang Huy BK,+ Công ty TNHH cơ điện tử Quang Huy BK,+ Công ty TNHH cơ điện tử Quang Huy BK,2.900.000.000,,2.900.000.000,,2900000000.0,,2900000000.0,
+ Công ty CP SATRA Thái Sơn,+ Công ty CP SATRA Thái Sơn,+ Công ty CP SATRA Thái Sơn,6.974.620.468,,6.974.620.468,,6974620468.0,,6974620468.0,
+ Đối tượng khác,+ Đối tượng khác,+ Đối tượng khác,8.725.585.572,,8.110.498.788,,8725585572.0,,8110498788.0,
Cộng,Cộng,Cộng,66.792.240.408,,67.670.567.895,,66792240408.0,,67670567895.0,
