row_label_raw,row_label_full,Lợi nhuận phân bổ cho cổ đông sở hữu CP phổ thông,600.436.710.886,475.463.677.442,numeric__600.436.710.886,numeric__475.463.677.442
"Quỹ khen thưởng, phúc lợi trích từ lợi nhuận sau thuế","Quỹ khen thưởng, phúc lợi trích từ lợi nhuận sau thuế","Quỹ khen thưởng, phúc lợi trích từ lợi nhuận sau thuế",,2.000.000.000,,2000000000.0
Số lượng CP phổ thông đang lưu hành bình quân trong năm,Số lượng CP phổ thông đang lưu hành bình quân trong năm,Số lượng CP phổ thông đang lưu hành bình quân trong năm,258.867.849,258.867.849,258867849.0,258867849.0
Lãi cơ bản trên cổ phiếu (*),Lãi cơ bản trên cổ phiếu (*),Lãi cơ bản trên cổ phiếu (*),2.319,1.829,2319.0,1829.0
