row_label_raw,row_label_full,Khoản mục,Số đầu năm,Tăng trong năm,Giảm trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Số cuối năm
a) BĐS đầu tư cho thuê,a) BĐS đầu tư cho thuê,a) BĐS đầu tư cho thuê,a) BĐS đầu tư cho thuê,a) BĐS đầu tư cho thuê,a) BĐS đầu tư cho thuê,a) BĐS đầu tư cho thuê,,,,
Nguyên giá,a) BĐS đầu tư cho thuê > Nguyên giá,Nguyên giá,413.600.931.716,23.700.245.092,2.201.818.182,435.099.358.626,413600931716.0,23700245092.0,2201818182.0,435099358626.0
- Quyền sử dụng đất,a) BĐS đầu tư cho thuê > - Quyền sử dụng đất,- Quyền sử dụng đất,93.079.107.893,250.000.000,2.201.818.182,91.127.289.711,93079107893.0,250000000.0,2201818182.0,91127289711.0
- Nhà,a) BĐS đầu tư cho thuê > - Nhà,- Nhà,320.521.823.823,23.450.245.092,,343.972.068.915,320521823823.0,23450245092.0,,343972068915.0
- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,,,,,,,,
- Cơ sở hạ tầng,- Cơ sở hạ tầng,- Cơ sở hạ tầng,,,,,,,,
Giá trị hao mòn lũy kế,- Cơ sở hạ tầng > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,86.303.193.816,25.756.580.822,,112.059.774.638,86303193816.0,25756580822.0,,112059774638.0
- Quyền sử dụng đất,- Cơ sở hạ tầng > - Quyền sử dụng đất,- Quyền sử dụng đất,2.350.676.874,392.211.852,,2.742.888.726,2350676874.0,392211852.0,,2742888726.0
- Nhà,- Cơ sở hạ tầng > - Nhà,- Nhà,83.952.516.942,25.364.368.970,,109.316.885.912,83952516942.0,25364368970.0,,109316885912.0
- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,,,,,,,,
- Cơ sở hạ tầng,- Cơ sở hạ tầng,- Cơ sở hạ tầng,,,,,,,,
Giá trị còn lại,- Cơ sở hạ tầng > Giá trị còn lại,Giá trị còn lại,327.297.737.900,,,323.039.583.988,327297737900.0,,,323039583988.0
- Quyền sử dụng đất,- Cơ sở hạ tầng > - Quyền sử dụng đất,- Quyền sử dụng đất,90.728.431.019,,,88.384.400.985,90728431019.0,,,88384400985.0
- Nhà,- Cơ sở hạ tầng > - Nhà,- Nhà,236.569.306.881,,,234.655.183.003,236569306881.0,,,234655183003.0
- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,,,,,,,,
- Cơ sở hạ tầng,- Cơ sở hạ tầng,- Cơ sở hạ tầng,,,,,,,,
b) BĐS đầu tư nằm giữ chờ tăng giá,b) BĐS đầu tư nằm giữ chờ tăng giá,b) BĐS đầu tư nằm giữ chờ tăng giá,b) BĐS đầu tư nằm giữ chờ tăng giá,b) BĐS đầu tư nằm giữ chờ tăng giá,b) BĐS đầu tư nằm giữ chờ tăng giá,b) BĐS đầu tư nằm giữ chờ tăng giá,,,,
Nguyên giá,Nguyên giá,Nguyên giá,,,,,,,,
- Quyền sử dụng đất,- Quyền sử dụng đất,- Quyền sử dụng đất,,,,,,,,
- Nhà,- Nhà,- Nhà,,,,,,,,
- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,,,,,,,,
- Cơ sở hạ tầng,- Cơ sở hạ tầng,- Cơ sở hạ tầng,,,,,,,,
Tổn thất do suy giảm giá,Tổn thất do suy giảm giá,Tổn thất do suy giảm giá,,,,,,,,
- Quyền sử dụng đất,- Quyền sử dụng đất,- Quyền sử dụng đất,,,,,,,,
- Nhà,- Nhà,- Nhà,,,,,,,,
- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,,,,,,,,
- Cơ sở hạ tầng,- Cơ sở hạ tầng,- Cơ sở hạ tầng,,,,,,,,
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,,,
- Quyền sử dụng đất,- Quyền sử dụng đất,- Quyền sử dụng đất,,,,,,,,
- Nhà,- Nhà,- Nhà,,,,,,,,
- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,,,,,,,,
- Cơ sở hạ tầng,- Cơ sở hạ tầng,- Cơ sở hạ tầng,,,,,,,,
