row_label_raw,row_label_full,31/12/2021 > Giá trị,31/12/2021 > Số có khả năng trả nợ,01/01/2021 > Giá trị,01/01/2021 > Số có khả năng trả nợ,numeric__31/12/2021 > Số có khả năng trả nợ,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Số có khả năng trả nợ
7.546.845.521,7.546.845.521,7.546.845.521,7.546.845.521,16.419.924.269,16.419.924.269,7546845521.0,16419924269.0,16419924269.0
10.525.802.572,10.525.802.572,10.525.802.572,10.525.802.572,13.525.832.500,13.525.832.500,10525802572.0,13525832500.0,13525832500.0
22.486.806.170,22.486.806.170,22.486.806.170,22.486.806.170,13.499.776.000,13.499.776.000,22486806170.0,13499776000.0,13499776000.0
126.319.887.595,126.319.887.595,126.319.887.595,126.319.887.595,72.371.791.153,72.371.791.153,126319887595.0,72371791153.0,72371791153.0
,,,,18.976.482.282,18.976.482.282,,18976482282.0,18976482282.0
84.533.000.200,84.533.000.200,84.533.000.200,84.533.000.200,137.646.071.800,137.646.071.800,84533000200.0,137646071800.0,137646071800.0
85.228.170.000,85.228.170.000,85.228.170.000,85.228.170.000,134.970.770.000,134.970.770.000,85228170000.0,134970770000.0,134970770000.0
20.516.590.000,20.516.590.000,20.516.590.000,20.516.590.000,22.496.590.000,22.496.590.000,20516590000.0,22496590000.0,22496590000.0
,,,,121.878.750,121.878.750,,121878750.0,121878750.0
1.515.143.508,1.515.143.508,1.515.143.508,1.515.143.508,5.222.942.920,5.222.942.920,1515143508.0,5222942920.0,5222942920.0
,,,,16.871.828.616,16.871.828.616,,16871828616.0,16871828616.0
,,,,10.614.434.798,10.614.434.798,,10614434798.0,10614434798.0
412.616.399.605,412.616.399.605,412.616.399.605,412.616.399.605,252.038.550.342,252.038.550.342,412616399605.0,252038550342.0,252038550342.0
771.341.821.237,771.341.821.237,771.341.821.237,771.341.821.237,757.451.821.237,757.451.821.237,771341821237.0,757451821237.0,757451821237.0
771.341.821.237,771.341.821.237,771.341.821.237,771.341.821.237,757.451.821.237,757.451.821.237,771341821237.0,757451821237.0,757451821237.0
1.734.986.854.462,1.734.986.854.462,1.734.986.854.462,1.734.986.854.462,1.855.218.770.521,1.855.218.770.521,1734986854462.0,1855218770521.0,1855218770521.0
