row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,29,2.933.922.873.312,2.901.240.375.102,,1.0,29.0,2933922873312.0,2901240375102.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,2.933.922.873.312,2.901.240.375.102,,10.0,,2933922873312.0,2901240375102.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,30,1.574.376.287.118,1.099.120.870.109,,11.0,30.0,1574376287118.0,1099120870109.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.359.546.586.194,1.802.119.504.993,,20.0,,1359546586194.0,1802119504993.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,32,429.608.569.177,957.687.072.366,,21.0,32.0,429608569177.0,957687072366.0
6.,6.,6.,Chi phí tài chính,22,33,403.659.669.062,742.165.325.230,,22.0,33.0,403659669062.0,742165325230.0
,,,- Trong đó: Chi phí lãi vay và lãi trái phiếu,23,,338.070.241.135,533.011.393.378,,23.0,,338070241135.0,533011393378.0
7.,7.,7.,Phần (lỗ)/lãi trong công ty liên kết,24,18,(6.739.374.282),2.316.691.835,,24.0,18.0,-6739374282.0,2316691835.0
8.,8.,8.,Chi phí bán hàng,25,34,209.308.453.889,256.354.943.592,,25.0,34.0,209308453889.0,256354943592.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,34,138.060.407.938,133.381.247.877,,26.0,34.0,138060407938.0,133381247877.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,1.031.387.250.200,1.630.221.752.495,,30.0,,1031387250200.0,1630221752495.0
11.,11.,11.,Thu nhập khác,31,35,34.367.142.485,28.688.559.701,,31.0,35.0,34367142485.0,28688559701.0
12.,12.,12.,Chi phí khác,32,36,36.587.680.937,32.020.969.721,,32.0,36.0,36587680937.0,32020969721.0
13.,13.,13.,Lỗ khác (40=31-32),40,,(2.220.538.452),(3.332.410.020),,40.0,,-2220538452.0,-3332410020.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.029.166.711.748,1.626.889.342.475,,50.0,,1029166711748.0,1626889342475.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,37,212.269.464.310,330.382.139.962,,51.0,37.0,212269464310.0,330382139962.0
16.,16.,16.,Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,37,(172.163.860),(2.986.595.974),,52.0,37.0,-172163860.0,-2986595974.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,817.069.411.298,1.299.493.798.487,,60.0,,817069411298.0,1299493798487.0
,,,Trong đó:,,,,,,,,,
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,804.352.645.065,1.161.235.297.082,,61.0,,804352645065.0,1161235297082.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,12.716.766.233,138.258.501.405,,62.0,,12716766233.0,138258501405.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,38,2.145,3.097,,70.0,38.0,2145.0,3097.0
