row_label_raw,row_label_full,col_0,Số đầu năm > VNDGiá trị/Số có khả năng trả nợ,Trong năm > VNDTăng,Trong năm > VNDGiảm,Số cuối năm > VNDGiá trị/Số có khả năng trả nợ,numeric__Số đầu năm > VNDGiá trị/Số có khả năng trả nợ,numeric__Trong năm > VNDTăng,numeric__Trong năm > VNDGiảm,numeric__Số cuối năm > VNDGiá trị/Số có khả năng trả nợ
Vay dài hạn,Vay dài hạn,Vay dài hạn,130.234.715.439,362.263.000.000,130.234.715.439,362.263.000.000,130234715439.0,362263000000.0,130234715439.0,362263000000.0
Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (i),Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (i),Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh (i),-,362.263.000.000,-,362.263.000.000,,362263000000.0,,362263000000.0
Công ty Cổ phần KSlinvest,Công ty Cổ phần KSlinvest,Công ty Cổ phần KSlinvest,130.234.715.439,-,130.234.715.439,-,130234715439.0,,130234715439.0,
Trái phiếu dài hạn (ii),Trái phiếu dài hạn (ii),Trái phiếu dài hạn (ii),3.298.039.509.724,1.187.290.331,72.908.300.000,3.226.318.500.055,3298039509724.0,1187290331.0,72908300000.0,3226318500055.0
,,,3.428.274.225.163,363.450.290.331,203.143.015.439,3.588.581.500.055,3428274225163.0,363450290331.0,203143015439.0,3588581500055.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,
- Số phải trả trong vòng 12 tháng,Trong đó: > - Số phải trả trong vòng 12 tháng,- Số phải trả trong vòng 12 tháng,217.697.347.050,,,1.099.852.429.843,217697347050.0,,,1099852429843.0
- Số phải trả sau 12 tháng,Trong đó: > - Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,3.210.576.878.113,,,2.488.729.070.212,3210576878113.0,,,2488729070212.0
