row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Công ty Cổ phần Phát triển Tập đoàn Sunshine,Công ty Cổ phần Phát triển Tập đoàn Sunshine,Công ty Cổ phần Phát triển Tập đoàn Sunshine,"Lãi từ đặt cọc chuyển nhượng cổ phần, lãi cho vay, đầu tư trái phiếu",-,22.191.780.822,,,22191780822.0
Công ty Cổ phần Bắt động sản Fullland,Công ty Cổ phần Bắt động sản Fullland,Công ty Cổ phần Bắt động sản Fullland,Lãi cho vay và hợp tác đầu tư,-,15.780.821.918,,,15780821918.0
Công ty Cổ phần Bắt động sản Wonderland,Công ty Cổ phần Bắt động sản Wonderland,Công ty Cổ phần Bắt động sản Wonderland,Lãi cho vay,-,2.871.086.301,,,2871086301.0
Công ty Cổ phần Xây dựng V-pro,Công ty Cổ phần Xây dựng V-pro,Công ty Cổ phần Xây dựng V-pro,Lãi cho vay,Không còn là bên liên quan,2.034.246.575,,,2034246575.0
Công ty Cổ phần Sunshine Marina Nha Trang,Công ty Cổ phần Sunshine Marina Nha Trang,Công ty Cổ phần Sunshine Marina Nha Trang,Lãi cho vay,Không còn là bên liên quan,848.958.904,,,848958904.0
Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Lãi cho vay,-,646.027.397,,,646027397.0
Công ty TNHH Kinh doanh dịch vụ Tài Phát,Công ty TNHH Kinh doanh dịch vụ Tài Phát,Công ty TNHH Kinh doanh dịch vụ Tài Phát,Lãi cho vay,Không còn là bên liên quan,235.767.124,,,235767124.0
Chi phí tài chính (Thuyết minh số 33),Chi phí tài chính (Thuyết minh số 33),Chi phí tài chính (Thuyết minh số 33),,6.505.824.000,87.207.212.262,,6505824000.0,87207212262.0
Công ty Cổ phần Chứng khoán Smartmind,Công ty Cổ phần Chứng khoán Smartmind,Công ty Cổ phần Chứng khoán Smartmind,Chi phí liên quan trái phiếu đã phát hành,6.505.824.000,14.714.434.876,,6505824000.0,14714434876.0
Công ty Cổ phần KS Group,Công ty Cổ phần KS Group,Công ty Cổ phần KS Group,Chi phí liên quan trái phiếu đã phát hành,-,36.001.643.835,,,36001643835.0
Công ty Cổ phần KSInvest,Công ty Cổ phần KSInvest,Công ty Cổ phần KSInvest,Chi phí lãi vay,Không còn là bên liên quan,24.283.946.714,,,24283946714.0
Công ty Cổ phần Marina 3,Công ty Cổ phần Marina 3,Công ty Cổ phần Marina 3,Chi phí lãi hợp đồng hợp tác đầu tư,-,11.194.775.568,,,11194775568.0
Công ty Cổ phần Đầu tư KSFinance,Công ty Cổ phần Đầu tư KSFinance,Công ty Cổ phần Đầu tư KSFinance,Chi phí phải trả liên quan đến trái phiếu,Không còn là bên liên quan,589.043.050,,,589043050.0
Công ty TNHH Kinh doanh Dịch vụ Tài Phát,Công ty TNHH Kinh doanh Dịch vụ Tài Phát,Công ty TNHH Kinh doanh Dịch vụ Tài Phát,Chi phí lãi vay,Không còn là bên liên quan,423.368.219,,,423368219.0
Nhận chuyển nhượng cổ phần,Nhận chuyển nhượng cổ phần,Nhận chuyển nhượng cổ phần,,-,450.000.000.000,,,450000000000.0
Công ty Cổ phần Phát triển Tập đoàn Sunshine,Công ty Cổ phần Phát triển Tập đoàn Sunshine,Công ty Cổ phần Phát triển Tập đoàn Sunshine,Nhận chuyển nhượng cổ phần,-,450.000.000.000,,,450000000000.0
Thu nhập khác (Thuyết minh số 35),Thu nhập khác (Thuyết minh số 35),Thu nhập khác (Thuyết minh số 35),,679.459.837,-,,679459837.0,
Công ty cổ phần KS Group,Công ty cổ phần KS Group,Công ty cổ phần KS Group,Lãi chậm trả,675.282.092,-,,675282092.0,
Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Lãi chậm trả,4.177.745,-,,4177745.0,
