row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,8.633.533.226.171,6.323.307.618.899,,100.0,,8633533226171.0,6323307618899.0
I.,I.,I.,Tiền,110,5,487.993.933.922,106.824.262.936,,110.0,5.0,487993933922.0,106824262936.0
1.,1.,1.,Tiền,111,,487.993.933.922,106.824.262.936,,111.0,,487993933922.0,106824262936.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,6,7.379.214.133,7.026.429.284,,120.0,6.0,7379214133.0,7026429284.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,7.379.214.133,7.026.429.284,,123.0,,7379214133.0,7026429284.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,7.177.798.343.214,5.274.697.262.500,,130.0,,7177798343214.0,5274697262500.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,7,328.709.043.667,287.340.134.911,,131.0,7.0,328709043667.0,287340134911.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,8,420.287.314.269,227.659.041.382,,132.0,8.0,420287314269.0,227659041382.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,9,2.295.232.500.000,2.467.167.500.000,,135.0,9.0,2295232500000.0,2467167500000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,10,4.141.057.962.593,2.303.241.018.729,,136.0,10.0,4141057962593.0,2303241018729.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,11,(7.488.477.315),(10.710.432.522),,137.0,11.0,-7488477315.0,-10710432522.0
IV.,IV.,IV.,Hàng tồn kho,140,12,858.930.680.831,888.630.221.242,,140.0,12.0,858930680831.0,888630221242.0
1.,1.,1.,Hàng tồn kho,141,,858.930.680.831,888.630.221.242,,141.0,,858930680831.0,888630221242.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,101.431.054.071,46.129.442.937,,150.0,,101431054071.0,46129442937.0
1.,1.,1.,Chỉ phí trả trước ngắn hạn,151,13,49.943.653.390,37.852.100.021,,151.0,13.0,49943653390.0,37852100021.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,50.228.977.258,4.796.316.281,,152.0,,50228977258.0,4796316281.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,21,1.258.423.423,3.481.026.635,,153.0,21.0,1258423423.0,3481026635.0
