row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Lương thường và các khoản phúc lợi khác của Ban Tổng Giám đốc và Kế toán trường,Lương thường và các khoản phúc lợi khác của Ban Tổng Giám đốc và Kế toán trường,Lương thường và các khoản phúc lợi khác của Ban Tổng Giám đốc và Kế toán trường,12.727.612.122,11.998.823.887,12727612122.0,11998823887.0
Bà Đỗ Thị Định,Bà Đỗ Thị Định,Bà Đỗ Thị Định,3.018.615.390,2.846.123.082,3018615390.0,2846123082.0
Bà Nguyễn Thị Thanh Ngọc,Bà Nguyễn Thị Thanh Ngọc,Bà Nguyễn Thị Thanh Ngọc,3.337.595.812,3.366.334.462,3337595812.0,3366334462.0
Bà Nguyễn Thị Hồng Hạnh,Bà Nguyễn Thị Hồng Hạnh,Bà Nguyễn Thị Hồng Hạnh,2.695.093.702,2.515.408.981,2695093702.0,2515408981.0
Ông Phan Ích Long,Ông Phan Ích Long,Ông Phan Ích Long,903.807.218,510.646.792,903807218.0,510646792.0
Bà Hoàng Thị Thanh Hải,Bà Hoàng Thị Thanh Hải,Bà Hoàng Thị Thanh Hải,Không còn là thành viênBan Tổng Giám đốc,378.207.868,,378207868.0
Ông Bùi Văn Tư,Ông Bùi Văn Tư,Ông Bùi Văn Tư,Không còn là thành viênBan Tổng Giám đốc,257.727.702,,257727702.0
Bà Nguyễn Thị Phương Loan,Bà Nguyễn Thị Phương Loan,Bà Nguyễn Thị Phương Loan,2.772.500.000,2.124.375.000,2772500000.0,2124375000.0
Thù lao của Hội đồng Quản trị và Ban Kiểm soát,Thù lao của Hội đồng Quản trị và Ban Kiểm soát,Thù lao của Hội đồng Quản trị và Ban Kiểm soát,960.000.000,960.000.000,960000000.0,960000000.0
Ông Đỗ Anh Tuân,Ông Đỗ Anh Tuân,Ông Đỗ Anh Tuân,240.000.000,240.000.000,240000000.0,240000000.0
Bà Đỗ Thị Định,Bà Đỗ Thị Định,Bà Đỗ Thị Định,120.000.000,120.000.000,120000000.0,120000000.0
Bà Nguyễn Thị Hồng Hạnh,Bà Nguyễn Thị Hồng Hạnh,Bà Nguyễn Thị Hồng Hạnh,120.000.000,120.000.000,120000000.0,120000000.0
Ông Nguyễn Xuân Anh,Ông Nguyễn Xuân Anh,Ông Nguyễn Xuân Anh,120.000.000,120.000.000,120000000.0,120000000.0
Ông Nguyễn Việt Hải,Ông Nguyễn Việt Hải,Ông Nguyễn Việt Hải,120.000.000,73.871.000,120000000.0,73871000.0
Ông Lương Thành Long,Ông Lương Thành Long,Ông Lương Thành Long,Không còn là thành viênHội đồng Quản trị,46.129.000,,46129000.0
Bà Nguyễn Thị Thu Thủy,Bà Nguyễn Thị Thu Thủy,Bà Nguyễn Thị Thu Thủy,120.000.000,120.000.000,120000000.0,120000000.0
Ông Trần Đăng Khoa,Ông Trần Đăng Khoa,Ông Trần Đăng Khoa,60.000.000,60.000.000,60000000.0,60000000.0
Bà Lê Thị Thu Giang,Bà Lê Thị Thu Giang,Bà Lê Thị Thu Giang,60.000.000,36.935.000,60000000.0,36935000.0
Ông Nguyễn Hoàng Anh,Ông Nguyễn Hoàng Anh,Ông Nguyễn Hoàng Anh,Không còn là thành viênBan kiểm soát,23.065.000,,23065000.0
,,,13.687.612.122,12.958.823.887,13687612122.0,12958823887.0
