row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu VND,Thặng dư vốn cổ phần VND,Quỹ khác thuộc vốn chủ sở hữu (i) VND,Lợi nhuận sau thuế chưa phân phối VND,Lợi ích cổ đông không kiểm soát VND,Tổng cộng VND,numeric__Vốn góp của chủ sở hữu VND,numeric__Thặng dư vốn cổ phần VND,numeric__Quỹ khác thuộc vốn chủ sở hữu (i) VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Lợi ích cổ đông không kiểm soát VND,numeric__Tổng cộng VND
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,3.750.000.000.000,(320.509.091),(849.058.027.376),1.174.619.082.577,1.195.419.029.098,5.270.659.575.208,3750000000000.0,-320509091.0,-849058027376.0,1174619082577.0,1195419029098.0,5270659575208.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,1.161.235.297.082,138.258.501.405,1.299.493.798.487,,,,1161235297082.0,138258501405.0,1299493798487.0
Giảm do thoái vốn tại công ty con,Giảm do thoái vốn tại công ty con,Giảm do thoái vốn tại công ty con,-,-,19.628.981.014,-,(749.335.488.162),(729.706.507.148),,,19628981014.0,,-749335488162.0,-729706507148.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,3.750.000.000.000,(320.509.091),(829.429.046.362),2.335.854.379.659,584.342.042.341,5.840.446.866.547,3750000000000.0,-320509091.0,-829429046362.0,2335854379659.0,584342042341.0,5840446866547.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,804.352.645.065,12.716.766.233,817.069.411.298,,,,804352645065.0,12716766233.0,817069411298.0
Cổ tức đã chia,Cổ tức đã chia,Cổ tức đã chia,-,-,-,-,(15.435.519.568),(15.435.519.568),,,,,-15435519568.0,-15435519568.0
Tăng/(giảm) do hợp nhất kinh doanh dưới sự kiểm soát chung,Tăng/(giảm) do hợp nhất kinh doanh dưới sự kiểm soát chung,Tăng/(giảm) do hợp nhất kinh doanh dưới sự kiểm soát chung,-,-,(126.238.725.762),-,3.712.341.499,(122.526.384.263),,,-126238725762.0,,3712341499.0,-122526384263.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,3.750.000.000.000,(320.509.091),(955.667.772.124),3.140.207.024.724,585.335.630.505,6.519.554.374.014,3750000000000.0,-320509091.0,-955667772124.0,3140207024724.0,585335630505.0,6519554374014.0
