row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,5.761.339.795.356,6.877.527.289.607,,200.0,,5761339795356.0,6877527289607.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,2.273.500.000.000,3.711.400.000.000,,210.0,,2273500000000.0,3711400000000.0
1.,1.,1.,Phải thu về cho vay dài hạn,215,9,2.200.000.000.000,3.300.000.000.000,,215.0,9.0,2200000000000.0,3300000000000.0
2.,2.,2.,Phải thu dài hạn khác,216,10,73.500.000.000,411.400.000.000,,216.0,10.0,73500000000.0,411400000000.0
II.,II.,II.,Tài sản cố định,220,,85.751.925.636,77.740.551.582,,220.0,,85751925636.0,77740551582.0
1.,1.,1.,Tài sản cố định hữu hình,221,14,60.513.580.165,51.094.770.627,,221.0,14.0,60513580165.0,51094770627.0
,,,- Nguyên giá,222,,135.880.339.811,118.972.730.947,,222.0,,135880339811.0,118972730947.0
,,,- Giá trị hao mòn lũy kế,223,,(75.366.759.646),(67.877.960.320),,223.0,,-75366759646.0,-67877960320.0
2.,2.,2.,Tài sản cố định vô hình,227,15,25.238.345.471,26.645.780.955,,227.0,15.0,25238345471.0,26645780955.0
,,,- Nguyên giá,228,,33.445.160.000,29.673.160.000,,228.0,,33445160000.0,29673160000.0
,,,- Giá trị hao mòn lũy kế,229,,(8.206.814.529),(3.027.379.045),,229.0,,-8206814529.0,-3027379045.0
III.,III.,III.,Bất động sản đầu tư,230,16,712.802.660.784,625.182.780.964,,230.0,16.0,712802660784.0,625182780964.0
,,,- Nguyên giá,231,,1.287.224.354.583,1.172.121.298.925,,231.0,,1287224354583.0,1172121298925.0
,,,- Giá trị hao mòn lũy kế,232,,(574.421.693.799),(546.938.517.961),,232.0,,-574421693799.0,-546938517961.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,285.473.519.212,180.548.210.381,,240.0,,285473519212.0,180548210381.0
1.,1.,1.,Chỉ phí xây dựng cơ bản dở dang,242,17,285.473.519.212,180.548.210.381,,242.0,17.0,285473519212.0,180548210381.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,18,2.403.265.015.095,2.282.532.389.377,,250.0,18.0,2403265015095.0,2282532389377.0
1.,1.,1.,Đầu tư vào công ty liên kết,252,,443.137.443.614,1.892.532.389.377,,252.0,,443137443614.0,1892532389377.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,,1.960.127.571.481,390.000.000.000,,253.0,,1960127571481.0,390000000000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,546.674.629,123.357.303,,260.0,,546674629.0,123357303.0
1.,1.,1.,Chỉ phí trả trước dài hạn,261,13,546.674.629,123.357.303,,261.0,13.0,546674629.0,123357303.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,14.394.873.021.527,13.200.834.908.506,,270.0,,14394873021527.0,13200834908506.0
