row_label_raw,row_label_full,col_0,Ảnh hưởng đến lợi nhuận sau thuế Triệu VND Tăng/(giảm),numeric__Ảnh hưởng đến lợi nhuận sau thuế Triệu VND Tăng/(giảm)
Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,
USD (mạnh lên 2%),Ngày 31 tháng 12 năm 2018 > USD (mạnh lên 2%),USD (mạnh lên 2%),(19.155),-19155.0
EUR (yếu đi 2%),Ngày 31 tháng 12 năm 2018 > EUR (yếu đi 2%),EUR (yếu đi 2%),12,12.0
XAU (mạnh lên 1%),Ngày 31 tháng 12 năm 2018 > XAU (mạnh lên 1%),XAU (mạnh lên 1%),1.306,1306.0
Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,Ngày 31 tháng 12 năm 2017,
USD (mạnh lên 1%),Ngày 31 tháng 12 năm 2017 > USD (mạnh lên 1%),USD (mạnh lên 1%),675,675.0
EUR (mạnh lên 14%),Ngày 31 tháng 12 năm 2017 > EUR (mạnh lên 14%),EUR (mạnh lên 14%),(1.529),-1529.0
XAU (mạnh lên 3%),Ngày 31 tháng 12 năm 2017 > XAU (mạnh lên 3%),XAU (mạnh lên 3%),3.956,3956.0
