row_label_raw,row_label_full,Được phân loại là nợ phải trả tài chínhđược xác định theo giá trị hợp lý thôngqua báo cáo kết quả hoạt động kinhdoanh- Các công cụ tài chính phải sinh vàcác nợ phải trả tài chính khác > Được phân loại là nợ phải trả tài chínhđược xác định theo giá trị phân bổ:- Các khoản nợ NHNNVN- Tiền gửi và vay các tổ chức tín dụngkhác,31/12/2018 > Giá trị ghi số Triệu VND > (59.258) > (49.327) > (16.011.064),31/12/2018 > Giá trị hợp lý Triệu VND > (*),31/12/2017 > Giá trị ghi số Triệu VND > - > (55.717) > (11.256.430),31/12/2017 > Giá trị hợp lý Triệu VND > (*),numeric__31/12/2018 > Giá trị ghi số Triệu VND > (59.258) > (49.327) > (16.011.064),numeric__31/12/2018 > Giá trị hợp lý Triệu VND > (*),numeric__31/12/2017 > Giá trị ghi số Triệu VND > - > (55.717) > (11.256.430),numeric__31/12/2017 > Giá trị hợp lý Triệu VND > (*)
- Tiền gửi của khách hàng,- Tiền gửi của khách hàng,- Tiền gửi của khách hàng,(119.426.516),(*),(118.257.442),(*),-119426516.0,,-118257442.0,
- Phát hành giấy tờ có giá,- Phát hành giấy tờ có giá,- Phát hành giấy tờ có giá,-,(*),(3.000.000),(*),,,-3000000.0,
"- Các khoản lãi, phí phải trả","- Các khoản lãi, phí phải trả","- Các khoản lãi, phí phải trả",(2.193.510),(*),(2.153.410),(*),-2193510.0,,-2153410.0,
- Các khoản phải trả và công nợ khác,- Các khoản phải trả và công nợ khác,- Các khoản phải trả và công nợ khác,(902.099),(*),(1.162.461),(*),-902099.0,,-1162461.0,
