row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2018 Triệu VND,31/12/2017 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2018 Triệu VND,numeric__31/12/2017 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Ngân hàng Nhà nước Việt Nam,16,49.327,55.717,,16.0,49327.0,55717.0
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,17,16.011.064,11.256.430,,17.0,16011064.0,11256430.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,10.571.394,7.697.240,,,10571394.0,7697240.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,5.439.670,3.559.190,,,5439670.0,3559190.0
III,B > III,III,Tiền gửi của khách hàng,18,119.426.516,118.257.442,,18.0,119426516.0,118257442.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các nợ phải trả tài chính khác,8,59.258,-,,8.0,59258.0,
VI,B > VI,VI,Phát hành giấy tờ có giá,,-,3.000.000,,,,3000000.0
VII,B > VII,VII,Các khoản nợ khác,19,3.161.819,3.471.359,,19.0,3161819.0,3471359.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,2.193.510,2.153.410,,,2193510.0,2153410.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,879.519,1.317.949,,,879519.0,1317949.0
4,B > 4,4,Dự phòng rủi ro khác,,88.790,-,,,88790.0,
,,,TỔNG NỘ PHẢI TRẢ,,138.707.984,136.040.948,,,138707984.0,136040948.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn chủ sở hữu,21,14.822.245,14.211.589,,21.0,14822245.0,14211589.0
1,B > 1,1,Vốn,,12.448.674,12.448.674,,,12448674.0,12448674.0
a,B > a,a,Vốn điều lệ,,12.355.229,12.355.229,,,12355229.0,12355229.0
b,B > b,b,"Vốn đầu tư xây dựng cơ bản, mua sắm tài sản cố định",,15.396,15.396,,,15396.0,15396.0
c,B > c,c,Thặng dư vốn cổ phần,,156.322,156.322,,,156322.0,156322.0
d,B > d,d,Cổ phiếu quỹ,,(78.273),(78.273),,,-78273.0,-78273.0
2,B > 2,2,Các quỹ,,1.676.255,1.580.158,,,1676255.0,1580158.0
5,B > 5,5,Lợi nhuận chưa phân phối,,697.316,182.757,,,697316.0,182757.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,14.822.245,14.211.589,,,14822245.0,14211589.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,153.530.229,150.252.537,,,153530229.0,150252537.0
