row_label_raw,row_label_full,Ngày 31 tháng 12năm 2017,Quá hạn > Từ 10 đến 90ngàyTriệu VND,Quá hạn > Từ 91 đến180 ngàyTriệu VND,Quá hạn > Từ 181 đến360 ngàyTriệu VND,Quá hạn > Trên360 ngàyTriệu VND,TổngTriệu VND,numeric__Quá hạn > Từ 10 đến 90ngàyTriệu VND,numeric__Quá hạn > Từ 91 đến180 ngàyTriệu VND,numeric__Quá hạn > Từ 181 đến360 ngàyTriệu VND,numeric__Quá hạn > Trên360 ngàyTriệu VND,numeric__TổngTriệu VND
Các khoản cho vay và phải thuCho vay khách hàng – gộp,Các khoản cho vay và phải thuCho vay khách hàng – gộp,Các khoản cho vay và phải thuCho vay khách hàng – gộp,268.873,749.644,322.996,514.951,1.856.464,268873.0,749644.0,322996.0,514951.0,1856464.0
Tài sản Có khác – gộp,Tài sản Có khác – gộp,Tài sản Có khác – gộp,-,-,-,5.865,5.865,,,,5865.0,5865.0
,,,268.873,749.644,322.996,520.816,1.862.329,268873.0,749644.0,322996.0,520816.0,1862329.0
