row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2025 VND,Năm 2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025 VND,numeric__Năm 2024 VND
Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,2.193.106.292.159,991.714.523.425,1.0,,2193106292159.0,991714523425.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
Khấu hao TSCĐ và BĐSDĐT,Điều chỉnh cho các khoản > Khấu hao TSCĐ và BĐSDĐT,Khấu hao TSCĐ và BĐSDĐT,02,,608.308.328.179,637.535.852.146,2.0,,608308328179.0,637535852146.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,(42.323.091.397),101.119.199.907,3.0,,-42323091397.0,101119199907.0
(Lãi)/lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Điều chỉnh cho các khoản > (Lãi)/lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(Lãi)/lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,26.887.408.567,12.797.176.823,4.0,,26887408567.0,12797176823.0
(Lãi) hoạt động đầu tư,Điều chỉnh cho các khoản > (Lãi) hoạt động đầu tư,(Lãi) hoạt động đầu tư,05,,(337.870.558.606),(287.728.115.331),5.0,,-337870558606.0,-287728115331.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,,403.274.970.034,517.265.219.567,6.0,,403274970034.0,517265219567.0
Các điều chỉnh khác,Điều chỉnh cho các khoản > Các điều chỉnh khác,Các điều chỉnh khác,07,,-,-,7.0,,,
Lợi nhuận từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,08,,2.851.383.348.936,1.972.703.856.537,8.0,,2851383348936.0,1972703856537.0
"Tăng, giảm các khoản phải thu","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,,(59.865.993.823),80.481.265.080,9.0,,-59865993823.0,80481265080.0
"Tăng, giảm hàng tồn kho","Điều chỉnh cho các khoản > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,,69.734.826.088,120.680.297.758,10.0,,69734826088.0,120680297758.0
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(390.521.346.903),(40.429.738.765),11.0,,-390521346903.0,-40429738765.0
"Tăng, giảm chi phí trả trước","Điều chỉnh cho các khoản > Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,,(30.004.915.481),25.455.511.952,12.0,,-30004915481.0,25455511952.0
"Tăng, giảm chứng khoán kinh doanh","Điều chỉnh cho các khoản > Tăng, giảm chứng khoán kinh doanh","Tăng, giảm chứng khoán kinh doanh",13,,-,-,13.0,,,
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(460.472.094.718),(366.346.850.100),14.0,,-460472094718.0,-366346850100.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(119.695.974.963),(129.996.354.591),15.0,,-119695974963.0,-129996354591.0
Tiền thu khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,-,-,16.0,,,
Tiền chi khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(47.536.817.974),(45.761.954.428),17.0,,-47536817974.0,-45761954428.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,1.813.021.031.162,1.616.786.033.443,20.0,,1813021031162.0,1616786033443.0
Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(51.902.398.250),(96.902.599.722),21.0,,-51902398250.0,-96902599722.0
