row_label_raw,row_label_full,Các Công ty con do Công ty mẹ đầu tư gián tiếp,Các Công ty con do Công ty mẹ đầu tư gián tiếp_1,Hoạt động kinh doanh chính,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Các Công ty con do Công ty mẹ đầu tư gián tiếp_1,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
Các Công ty con do Công ty mẹ đầu tư gián tiếp,Các Công ty con do Công ty mẹ đầu tư gián tiếp,Các Công ty con do Công ty mẹ đầu tư gián tiếp,Các Công ty con do Công ty mẹ đầu tư gián tiếp,Hoạt động kinh doanh chính,Số cuối năm,Số đầu năm,Số cuối năm,Số đầu năm,,,,,,
Tên công ty,Tên công ty,Tên công ty,Địa chỉ trụ sở chính,,,,,,,,,,,
4. Công ty TNHH MTV Sông Đà 10.1,Tên công ty > 4. Công ty TNHH MTV Sông Đà 10.1,4. Công ty TNHH MTV Sông Đà 10.1,"Công trường Thủy điện Sê San 3, Xã Yaly, Gia Lai",Xây lắp,"62,27%","62,27%","100,00%","100,00%",,,0.6227,0.6227,1.0,1.0
5. Công ty Cổ phần Thủy điện Nậmm He,Tên công ty > 5. Công ty Cổ phần Thủy điện Nậmm He,5. Công ty Cổ phần Thủy điện Nậmm He,"Bản Mường Tùng, Xã Mường Tùng, Tỉnh Điện Biên",Kinh doanh thủy điện,"35,77%","35,77%","57,45%","57,45%",,,0.3577,0.3577,0.5745,0.5745
6. Công ty Cổ phần Thủy điện Sông Đà Tây Nguyên,Tên công ty > 6. Công ty Cổ phần Thủy điện Sông Đà Tây Nguyên,6. Công ty Cổ phần Thủy điện Sông Đà Tây Nguyên,"Làng Kon sơ lắng, Xã Ia Khuol, Tỉnh Gia Lai",Kinh doanh thủy điện,"41,40%","41,40%","81,25%","81,25%",,,0.414,0.414,0.8125,0.8125
7. Công ty Cổ phần Phát triển Đô thị và Nông thôn Sông Đà,Tên công ty > 7. Công ty Cổ phần Phát triển Đô thị và Nông thôn Sông Đà,7. Công ty Cổ phần Phát triển Đô thị và Nông thôn Sông Đà,"Thôn Lại Xá, xã Thanh Hà, Thành phố Hải Phòng","Khai thác, xử lý và cung cấp nước","37,48%","37,48%","73,48%","73,48%",,,0.37479999999999997,0.37479999999999997,0.7348,0.7348
