row_label_raw,row_label_full,col_0,Nhà cửa vật kiến trúc VND,Máy móc thiết bị VND,"Phương tiện vận tải, truyền dẫn VND",Thiết bị dụng cụ quản lý VND,TSCĐ HH khác VND,Cộng VND,numeric__Nhà cửa vật kiến trúc VND,numeric__Máy móc thiết bị VND,"numeric__Phương tiện vận tải, truyền dẫn VND",numeric__Thiết bị dụng cụ quản lý VND,numeric__TSCĐ HH khác VND,numeric__Cộng VND
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,,
01/01/2025,NGUYÊN GIÁ > 01/01/2025,01/01/2025,9.265.521.702.804,7.044.490.190.328,862.275.280.359,26.993.864.948,273.613.922.517,17.472.894.960.956,9265521702804.0,7044490190328.0,862275280359.0,26993864948.0,273613922517.0,17472894960956.0
- Mua trong năm,NGUYÊN GIÁ > - Mua trong năm,- Mua trong năm,4.741.110.060,9.372.368.631,8.814.457.538,2.465.464.133,1.027.536.889,26.420.937.251,4741110060.0,9372368631.0,8814457538.0,2465464133.0,1027536889.0,26420937251.0
- Đầu tư XDCB hoàn thành,NGUYÊN GIÁ > - Đầu tư XDCB hoàn thành,- Đầu tư XDCB hoàn thành,71.962.747.917,-,-,-,-,71.962.747.917,71962747917.0,,,,,71962747917.0
- Mua lại TSCĐ thuê tài chính,NGUYÊN GIÁ > - Mua lại TSCĐ thuê tài chính,- Mua lại TSCĐ thuê tài chính,-,-,7.824.514.452,-,-,7.824.514.452,,,7824514452.0,,,7824514452.0
- Phân loại lại,NGUYÊN GIÁ > - Phân loại lại,- Phân loại lại,-,(943.000.000),-,(122.000.000),943.000.000,(122.000.000),,-943000000.0,,-122000000.0,943000000.0,-122000000.0
"- Thanh lý, nhượng bán","NGUYÊN GIÁ > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(221.757.370.665),(81.423.527.732),(855.239.136),(60.909.091),(304.097.046.624),,-221757370665.0,-81423527732.0,-855239136.0,-60909091.0,-304097046624.0
- Giảm khác,NGUYÊN GIÁ > - Giảm khác,- Giảm khác,(1.463.878.153),(95.108.000),(1.161.363.636),(330.480.740),-,(3.050.830.529),-1463878153.0,-95108000.0,-1161363636.0,-330480740.0,,-3050830529.0
31/12/2025,NGUYÊN GIÁ > 31/12/2025,31/12/2025,9.340.761.682.628,6.831.067.080.294,796.329.360.981,28.151.609.205,275.523.550.315,17.271.833.283.423,9340761682628.0,6831067080294.0,796329360981.0,28151609205.0,275523550315.0,17271833283423.0
HAO MÔN LỦY KẾ,HAO MÔN LỦY KẾ,HAO MÔN LỦY KẾ,HAO MÔN LỦY KẾ,HAO MÔN LỦY KẾ,HAO MÔN LỦY KẾ,HAO MÔN LỦY KẾ,HAO MÔN LỦY KẾ,HAO MÔN LỦY KẾ,,,,,,
01/01/2025,HAO MÔN LỦY KẾ > 01/01/2025,01/01/2025,(4.222.991.176.590),(5.266.135.339.938),(836.818.793.769),(29.867.965.323),(121.556.881.484),(10.477.370.157.104),-4222991176590.0,-5266135339938.0,-836818793769.0,-29867965323.0,-121556881484.0,-10477370157104.0
- Khấu hao trong năm,HAO MÔN LỦY KẾ > - Khấu hao trong năm,- Khấu hao trong năm,(306.099.434.573),(229.889.191.471),(26.271.926.080),(905.979.074),(10.842.386.525),(574.008.917.723),-306099434573.0,-229889191471.0,-26271926080.0,-905979074.0,-10842386525.0,-574008917723.0
- Mua lại TSCĐ thuê tài chính,HAO MÔN LỦY KẾ > - Mua lại TSCĐ thuê tài chính,- Mua lại TSCĐ thuê tài chính,-,-,(394.087.173),-,-,(394.087.173),,,-394087173.0,,,-394087173.0
- Phân loại lại,HAO MÔN LỦY KẾ > - Phân loại lại,- Phân loại lại,-,984.054.285,(41.054.285),122.000.000,(943.000.000),122.000.000,,984054285.0,-41054285.0,122000000.0,-943000000.0,122000000.0
"- Thanh lý, nhượng bán","HAO MÔN LỦY KẾ > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,215.053.842.341,81.423.527.732,855.239.136,60.909.091,297.393.518.300,,215053842341.0,81423527732.0,855239136.0,60909091.0,297393518300.0
- Giảm khác,HAO MÔN LỦY KẾ > - Giảm khác,- Giảm khác,1.463.878.153,35.708.704,1.161.363.636,326.103.479,-,2.987.053.972,1463878153.0,35708704.0,1161363636.0,326103479.0,,2987053972.0
31/12/2025,HAO MÔN LỦY KẾ > 31/12/2025,31/12/2025,(4.527.626.733.010),(5.279.950.926.079),(780.940.969.939),(29.470.601.782),(133.281.358.918),(10.751.270.589.728),-4527626733010.0,-5279950926079.0,-780940969939.0,-29470601782.0,-133281358918.0,-10751270589728.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,,
