row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5,2.716.813.750.204,2.552.459.899.566,250.0,5.0,2716813750204.0,2552459899566.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,-,-,251.0,,,
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",252,5.3,2.573.580.106.669,2.433.679.829.640,252.0,53.0,2573580106669.0,2433679829640.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,5.4,237.332.867.826,236.263.182.826,253.0,54.0,237332867826.0,236263182826.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(95.099.224.291),(118.483.112.900),254.0,,-95099224291.0,-118483112900.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,255,5.2,1.000.000.000,1.000.000.000,255.0,52.0,1000000000.0,1000000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,295.549.481.707,201.094.352.063,260.0,,295549481707.0,201094352063.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,12,99.616.961.476,63.443.376.049,261.0,12.0,99616961476.0,63443376049.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,,133.793.910.097,55.313.215.429,262.0,,133793910097.0,55313215429.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,24.622.704.486,26.063.902.115,263.0,,24622704486.0,26063902115.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,-,-,268.0,,,
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,,37.515.905.648,56.273.858.470,269.0,,37515905648.0,56273858470.0
TỔNG TÀI SẢN,TỔNG TÀI SẢN,TỔNG TÀI SẢN,270,,22.521.166.106.555,22.258.539.466.780,270.0,,22521166106555.0,22258539466780.0
