row_label_raw,row_label_full,col_0,31/12/2025VND,01/01/2025VND,numeric__31/12/2025VND,numeric__01/01/2025VND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,1.009.970.398.141,1.154.916.716.339,1009970398141.0,1154916716339.0
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,57.536.728.249,98.941.559.086,57536728249.0,98941559086.0
- Công ty Cổ phần Sông Đà 2,- Công ty Cổ phần Sông Đà 2,- Công ty Cổ phần Sông Đà 2,41.251.543.368,69.617.277.567,41251543368.0,69617277567.0
- Công ty Cổ phần Sông Đà 12,- Công ty Cổ phần Sông Đà 12,- Công ty Cổ phần Sông Đà 12,364.421.130,-,364421130.0,
- Công ty TNHH MTV Sông Đà 2 E&C,- Công ty TNHH MTV Sông Đà 2 E&C,- Công ty TNHH MTV Sông Đà 2 E&C,206.349.684,206.349.684,206349684.0,206349684.0
- Công ty Cổ phần Cơ khí Lắp máy Sông Đà,- Công ty Cổ phần Cơ khí Lắp máy Sông Đà,- Công ty Cổ phần Cơ khí Lắp máy Sông Đà,7.634.700.895,11.460.682.178,7634700895.0,11460682178.0
- Công ty Cổ phần Phát triển nhà Khánh Hòa,- Công ty Cổ phần Phát triển nhà Khánh Hòa,- Công ty Cổ phần Phát triển nhà Khánh Hòa,-,4.243.178.875,,4243178875.0
- Công ty TNHH Tư vấn Xây dựng Sông Đà,- Công ty TNHH Tư vấn Xây dựng Sông Đà,- Công ty TNHH Tư vấn Xây dựng Sông Đà,2.385.586.174,8.740.868.305,2385586174.0,8740868305.0
- Ucrin,- Ucrin,- Ucrin,,,,
- Công ty Cổ phần Sông Đà 27,- Ucrin > - Công ty Cổ phần Sông Đà 27,- Công ty Cổ phần Sông Đà 27,2.372.707.541,2.372.707.541,2372707541.0,2372707541.0
- Công ty TNHH Điện Xekaman 3,- Ucrin > - Công ty TNHH Điện Xekaman 3,- Công ty TNHH Điện Xekaman 3,3.321.419.457,2.300.494.936,3321419457.0,2300494936.0
Phải trả các nhà cung cấp khác,- Ucrin > Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,952.433.669.892,1.055.975.157.253,952433669892.0,1055975157253.0
b) Dài hạn,- Ucrin > b) Dài hạn,b) Dài hạn,272.087.103.263,286.130.495.889,272087103263.0,286130495889.0
Phải trả các bên liên quan,- Ucrin > Phải trả các bên liên quan,Phải trả các bên liên quan,77.547.630.208,96.722.872.161,77547630208.0,96722872161.0
- Công ty Cổ phần Sông Đà 2,- Ucrin > - Công ty Cổ phần Sông Đà 2,- Công ty Cổ phần Sông Đà 2,559.308.050,559.308.050,559308050.0,559308050.0
- Công ty Cổ phần Sông Đà 12,- Ucrin > - Công ty Cổ phần Sông Đà 12,- Công ty Cổ phần Sông Đà 12,-,364.421.130,,364421130.0
- Công ty Cổ phần Cơ khí Lắp máy Sông Đà,- Ucrin > - Công ty Cổ phần Cơ khí Lắp máy Sông Đà,- Công ty Cổ phần Cơ khí Lắp máy Sông Đà,76.634.084.584,94.711.434.270,76634084584.0,94711434270.0
- Công ty TNHH Điện Xekaman 3,- Ucrin > - Công ty TNHH Điện Xekaman 3,- Công ty TNHH Điện Xekaman 3,13.640.090,264.799.694,13640090.0,264799694.0
- Công ty TNHH Tư vấn Xây dựng Sông Đà,- Ucrin > - Công ty TNHH Tư vấn Xây dựng Sông Đà,- Công ty TNHH Tư vấn Xây dựng Sông Đà,340.597.484,822.909.017,340597484.0,822909017.0
- Ucrin,- Ucrin,- Ucrin,,,,
Phải trả các nhà cung cấp khác,- Ucrin > Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,194.539.473.055,189.407.623.728,194539473055.0,189407623728.0
Cộng,- Ucrin > Cộng,Cộng,1.282.057.501.404,1.441.047.212.228,1282057501404.0,1441047212228.0
