row_label_raw,row_label_full,31/12/2025 > Giá trịVND,31/12/2025 > Số có khả năngtrả nợVND,01/01/2025 > Giá trịVND,01/01/2025 > Số có khả năngtrả nợVND,numeric__31/12/2025 > Số có khả năngtrả nợVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Số có khả năngtrả nợVND
3.058.007.616.715,3.058.007.616.715,3.058.007.616.715,3.058.007.616.715,3.220.915.297.845,3.220.915.297.845,3058007616715.0,3220915297845.0,3220915297845.0
595.925.226.984,595.925.226.984,595.925.226.984,595.925.226.984,678.362.462.082,678.362.462.082,595925226984.0,678362462082.0,678362462082.0
17.676.557.915,17.676.557.915,17.676.557.915,17.676.557.915,45.307.662.246,45.307.662.246,17676557915.0,45307662246.0,45307662246.0
2.444.405.831.816,2.444.405.831.816,2.444.405.831.816,2.444.405.831.816,2.497.245.173.517,2.497.245.173.517,2444405831816.0,2497245173517.0,2497245173517.0
2.428.531.829.449,2.428.531.829.449,2.428.531.829.449,2.428.531.829.449,2.491.840.980.964,2.491.840.980.964,2428531829449.0,2491840980964.0,2491840980964.0
15.874.002.367,15.874.002.367,15.874.002.367,15.874.002.367,5.404.192.553,5.404.192.553,15874002367.0,5404192553.0,5404192553.0
3.029.688.325.776,3.029.688.325.776,3.029.688.325.776,3.029.688.325.776,3.395.044.263.387,3.395.044.263.387,3029688325776.0,3395044263387.0,3395044263387.0
3.017.540.139.106,3.017.540.139.106,3.017.540.139.106,3.017.540.139.106,3.372.877.795.494,3.372.877.795.494,3017540139106.0,3372877795494.0,3372877795494.0
12.148.186.670,12.148.186.670,12.148.186.670,12.148.186.670,22.166.467.893,22.166.467.893,12148186670.0,22166467893.0,22166467893.0
6.087.695.942.491,6.087.695.942.491,6.087.695.942.491,6.087.695.942.491,6.615.959.561.232,6.615.959.561.232,6087695942491.0,6615959561232.0,6615959561232.0
