row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
a) Các khoản chi phí quản lý doanh nghiệp,a) Các khoản chi phí quản lý doanh nghiệp,a) Các khoản chi phí quản lý doanh nghiệp,400.158.885.726,446.339.374.584,400158885726.0,446339374584.0
- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,223.201.687.746,201.911.795.279,223201687746.0,201911795279.0
- Chi phí vật liệu quản lý,- Chi phí vật liệu quản lý,- Chi phí vật liệu quản lý,8.122.778.467,8.435.501.752,8122778467.0,8435501752.0
- Chi phí đồ dùng văn phòng,- Chi phí đồ dùng văn phòng,- Chi phí đồ dùng văn phòng,6.899.465.026,4.703.815.394,6899465026.0,4703815394.0
- Chi phí khấu hao Tài sản cố định,- Chi phí khấu hao Tài sản cố định,- Chi phí khấu hao Tài sản cố định,9.346.644.991,6.775.691.913,9346644991.0,6775691913.0
"- Thuế, phí và lệ phí","- Thuế, phí và lệ phí","- Thuế, phí và lệ phí",7.490.824.527,5.607.082.279,7490824527.0,5607082279.0
- Chi phí dự phòng,- Chi phí dự phòng,- Chi phí dự phòng,(18.877.084.766),86.170.215.717,-18877084766.0,86170215717.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,41.195.300.938,33.647.359.009,41195300938.0,33647359009.0
- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,122.779.268.797,99.087.913.241,122779268797.0,99087913241.0
b) Các khoản chi phí bán hàng,b) Các khoản chi phí bán hàng,b) Các khoản chi phí bán hàng,118.237.678,105.161.091,118237678.0,105161091.0
- Chi phí nhân viên,- Chi phí nhân viên,- Chi phí nhân viên,-,99.199.772,,99199772.0
- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,118.237.678,5.961.319,118237678.0,5961319.0
Cộng,Cộng,Cộng,400.277.123.404,446.444.535.675,400277123404.0,446444535675.0
