row_label_raw,row_label_full,- Giá trị còn lại TSCĐ và chi phí thanh lý TSCĐ,Năm 2025VND > 3.296.768.123,Năm 2024VND > 828.159.169,numeric__Năm 2025VND > 3.296.768.123,numeric__Năm 2024VND > 828.159.169
"- Tiền chậm nộp thuế, bảo hiểm xã hội và các khoản khác","- Tiền chậm nộp thuế, bảo hiểm xã hội và các khoản khác","- Tiền chậm nộp thuế, bảo hiểm xã hội và các khoản khác",12.746.196.742,18.659.257.775,12746196742.0,18659257775.0
- Giá trị khấu hao tài sản cố định,- Giá trị khấu hao tài sản cố định,- Giá trị khấu hao tài sản cố định,-,5.668.618.500,,5668618500.0
- Giá trị chi phí trả trước không phân bổ từ các kỳ trước,- Giá trị chi phí trả trước không phân bổ từ các kỳ trước,- Giá trị chi phí trả trước không phân bổ từ các kỳ trước,-,2.758.081.818,,2758081818.0
- Thuế thu nhập doanh nghiệp nộp bên Lào,- Thuế thu nhập doanh nghiệp nộp bên Lào,- Thuế thu nhập doanh nghiệp nộp bên Lào,4.414.847.308,1.039.518.353,4414847308.0,1039518353.0
- Các khoản chi phí khác,- Các khoản chi phí khác,- Các khoản chi phí khác,21.133.880.769,9.311.494.538,21133880769.0,9311494538.0
Cộng,Cộng,Cộng,41.591.692.942,38.265.130.153,41591692942.0,38265130153.0
