row_label_raw,row_label_full,col_0,Giá trị đến31/12/2025,Giá trị đến31/12/2024,numeric__Giá trị đến31/12/2025,numeric__Giá trị đến31/12/2024
Loại tài sản đảm bảo,Loại tài sản đảm bảo,Loại tài sản đảm bảo,,,,
Bất động sản,Loại tài sản đảm bảo > Bất động sản,Bất động sản,39.141.620,39.877.841,39141620.0,39877841.0
Phương tiện vận tải,Loại tài sản đảm bảo > Phương tiện vận tải,Phương tiện vận tải,198.047,244.166,198047.0,244166.0
"Số tiết kiệm, kỳ phiếu và các giấy tờ có giá khác","Loại tài sản đảm bảo > Số tiết kiệm, kỳ phiếu và các giấy tờ có giá khác","Số tiết kiệm, kỳ phiếu và các giấy tờ có giá khác",1.569.881,1.012.636,1569881.0,1012636.0
"Vật tư, hàng hóa","Loại tài sản đảm bảo > Vật tư, hàng hóa","Vật tư, hàng hóa",170.880,153.151,170880.0,153151.0
Tài sản thế chấp khác,Loại tài sản đảm bảo > Tài sản thế chấp khác,Tài sản thế chấp khác,3.785.630,3.712.777,3785630.0,3712777.0
Tổng,Loại tài sản đảm bảo > Tổng,Tổng,44.866.058,45.000.571,44866058.0,45000571.0
