row_label_raw,row_label_full,col_0,31/12/2025,31/12/2024,numeric__31/12/2025,numeric__31/12/2024
3.1. Tiền gửi tại các TCTD khác,3.1. Tiền gửi tại các TCTD khác,3.1. Tiền gửi tại các TCTD khác,3.1. Tiền gửi tại các TCTD khác,3.1. Tiền gửi tại các TCTD khác,,
Tiền gửi không kỳ hạn,3.1. Tiền gửi tại các TCTD khác > Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,1.162.035,484.093,1162035.0,484093.0
Bằng VND,3.1. Tiền gửi tại các TCTD khác > Bằng VND,Bằng VND,1.375,5.713,1375.0,5713.0
Bằng ngoại hối,3.1. Tiền gửi tại các TCTD khác > Bằng ngoại hối,Bằng ngoại hối,1.160.660,478.380,1160660.0,478380.0
Tiền gửi có kỳ hạn,3.1. Tiền gửi tại các TCTD khác > Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,6.285.235,3.942.475,6285235.0,3942475.0
Bằng VND,3.1. Tiền gửi tại các TCTD khác > Bằng VND,Bằng VND,6.285.235,3.690.075,6285235.0,3690075.0
Bằng ngoại hối,3.1. Tiền gửi tại các TCTD khác > Bằng ngoại hối,Bằng ngoại hối,-,252.400,,252400.0
Cộng,3.1. Tiền gửi tại các TCTD khác > Cộng,Cộng,7.447.270,4.426.568,7447270.0,4426568.0
3.2. Cho vay các tổ chức tín dụng khác,3.2. Cho vay các tổ chức tín dụng khác,3.2. Cho vay các tổ chức tín dụng khác,3.2. Cho vay các tổ chức tín dụng khác,3.2. Cho vay các tổ chức tín dụng khác,,
Cho vay ngắn hạn,3.2. Cho vay các tổ chức tín dụng khác > Cho vay ngắn hạn,Cho vay ngắn hạn,350.000,660.000,350000.0,660000.0
Bằng VND,3.2. Cho vay các tổ chức tín dụng khác > Bằng VND,Bằng VND,350.000,660.000,350000.0,660000.0
Cộng,3.2. Cho vay các tổ chức tín dụng khác > Cộng,Cộng,350.000,660.000,350000.0,660000.0
Tổng cộng,3.2. Cho vay các tổ chức tín dụng khác > Tổng cộng,Tổng cộng,7.797.270,5.086.568,7797270.0,5086568.0
