row_label_raw,row_label_full,Chỉ tiêu,Phát sinh trong năm > Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Phát sinh trong năm > Số dư cuối năm,numeric__Phát sinh trong năm > Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Phát sinh trong năm > Số dư cuối năm
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,802,7.599,7.463,938,802.0,7599.0,7463.0,938.0
a. Thuế GTGT,a. Thuế GTGT,a. Thuế GTGT,802,7.220,7.084,938,802.0,7220.0,7084.0,938.0
b. Thuế GTGT nhà thầu nước ngoài,b. Thuế GTGT nhà thầu nước ngoài,b. Thuế GTGT nhà thầu nước ngoài,-,379,379,-,,379.0,379.0,
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,19.607,29.979,21.103,28.483,19607.0,29979.0,21103.0,28483.0
a. Thuế TNDN,a. Thuế TNDN,a. Thuế TNDN,19.607,29.136,20.260,28.483,19607.0,29136.0,20260.0,28483.0
b. Thuế TNDN nhà thầu nước ngoài,b. Thuế TNDN nhà thầu nước ngoài,b. Thuế TNDN nhà thầu nước ngoài,-,843,843,-,,843.0,843.0,
"3. Các khoản phí, lệ phí và các khoản phải nộp khác","3. Các khoản phí, lệ phí và các khoản phải nộp khác","3. Các khoản phí, lệ phí và các khoản phải nộp khác",611,9.853,9.517,947,611.0,9853.0,9517.0,947.0
Tổng cộng,Tổng cộng,Tổng cộng,21.020,47.431,38.083,30.368,21020.0,47431.0,38083.0,30368.0
