row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
"1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí",1.886,2.375,1886.0,2375.0
2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,431.858,375.095,431858.0,375095.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,310.815,262.636,310815.0,262636.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,62.384,58.586,62384.0,58586.0
Đồng phục và các chi phí liên quan,Trong đó: > Đồng phục và các chi phí liên quan,Đồng phục và các chi phí liên quan,26.073,25.040,26073.0,25040.0
Chi trợ cấp,Trong đó: > Chi trợ cấp,Chi trợ cấp,32.586,28.833,32586.0,28833.0
3. Chi về tài sản,Trong đó: > 3. Chi về tài sản,3. Chi về tài sản,136.924,124.918,136924.0,124918.0
Trong đó: Khấu hao tài sản cố định,Trong đó: > Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,73.357,67.253,73357.0,67253.0
4. Chi cho hoạt động quản lý công vụ,Trong đó: > 4. Chi cho hoạt động quản lý công vụ,4. Chi cho hoạt động quản lý công vụ,86.938,104.187,86938.0,104187.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Công tác phí,Trong đó: > Công tác phí,Công tác phí,11.145,10.586,11145.0,10586.0
Chi về các hoạt động đoàn thể của TCTD,Trong đó: > Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,268,139,268.0,139.0
"5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > 5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",25.549,23.812,25549.0,23812.0
6. Chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),Trong đó: > 6. Chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),6. Chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),445,-,445.0,
Tổng cộng,Trong đó: > Tổng cộng,Tổng cộng,683.600,630.387,683600.0,630387.0
