row_label_raw,row_label_full,col_0,Đơn vị,31/12/2022,1/1/2022,numeric__Đơn vị,numeric__31/12/2022,numeric__1/1/2022
Két nhựa,Két nhựa,Két nhựa,cái,80.019,77.064,,80019.0,77064.0
Hóa chất,Hóa chất,Hóa chất,lít,10.625,-,,10625.0,
Pallet,Pallet,Pallet,cái,4.878,4.453,,4878.0,4453.0
Dụng cụ và phụ tùng,Dụng cụ và phụ tùng,Dụng cụ và phụ tùng,cái,461,-,,461.0,
