row_label_raw,row_label_full,col_0,Land use rights VND,Buildings and structures VND,Total VND,numeric__Land use rights VND,numeric__Buildings and structures VND,numeric__Total VND
Cost,Cost,Cost,Cost,Cost,Cost,,,
Opening and closing balance,Opening and closing balance,Opening and closing balance,"12,072,940,855","33,789,688,191","45,862,629,046",,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,,,
Opening balance,Opening balance,Opening balance,"4,563,698,224","11,771,038,945","16,334,737,169",,,
Charge for the year,Charge for the year,Charge for the year,"281,596,596","5,577,413,592","5,859,010,188",,,
Closing balance,Closing balance,Closing balance,"4,845,294,820","17,348,452,537","22,193,747,357",,,
Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,,,
Opening balance,Opening balance,Opening balance,"7,509,242,631","22,018,649,246","29,527,891,877",,,
Closing balance,Closing balance,Closing balance,"7,227,646,035","16,441,235,654","23,668,881,689",,,
