row_label_raw,row_label_full,col_0,Transaction value,Transaction value_1,numeric__Transaction value,numeric__Transaction value_1
,,,2022VND,2021VND,,
Saigon - Nghetinh Beer Joint Stock Company,Saigon - Nghetinh Beer Joint Stock Company,Saigon - Nghetinh Beer Joint Stock Company,Saigon - Nghetinh Beer Joint Stock Company,Saigon - Nghetinh Beer Joint Stock Company,,
Sales of raw materials,Sales of raw materials,Sales of raw materials,"89,530,373,623","31,480,104,858",,
Purchases of merchandise goods,Purchases of merchandise goods,Purchases of merchandise goods,"310,054,622,310","172,358,673,160",,
Saigon - Songlam Beer Joint Stock Company,Saigon - Songlam Beer Joint Stock Company,Saigon - Songlam Beer Joint Stock Company,Saigon - Songlam Beer Joint Stock Company,Saigon - Songlam Beer Joint Stock Company,,
Sales of raw materials,Sales of raw materials,Sales of raw materials,"608,428,863,870","439,268,576,686",,
Purchases of merchandise goods,Purchases of merchandise goods,Purchases of merchandise goods,"1,794,654,957,590","1,419,291,500,330",,
Dividends received,Dividends received,Dividends received,"34,045,000,000","15,475,000,000",,
Other transactions,Other transactions,Other transactions,"410,612,031","357,053,424",,
Sai Gon - Ha Noi Beer Corporation,Sai Gon - Ha Noi Beer Corporation,Sai Gon - Ha Noi Beer Corporation,Sai Gon - Ha Noi Beer Corporation,Sai Gon - Ha Noi Beer Corporation,,
Sales of raw materials,Sales of raw materials,Sales of raw materials,"423,117,295,228","328,752,632,413",,
Purchases of merchandise goods,Purchases of merchandise goods,Purchases of merchandise goods,"1,230,241,941,110","1,075,395,166,830",,
Dividends received,Dividends received,Dividends received,"28,140,000,000","14,070,000,000",,
Other transactions,Other transactions,Other transactions,"555,658,508","207,836,157",,
Sai Gon Beer Trading Company Limited,Sai Gon Beer Trading Company Limited,Sai Gon Beer Trading Company Limited,Sai Gon Beer Trading Company Limited,Sai Gon Beer Trading Company Limited,,
Sales of merchandise and finished goods (exclusive of special sales tax),Sales of merchandise and finished goods (exclusive of special sales tax),Sales of merchandise and finished goods (exclusive of special sales tax),"32,729,556,675,577","25,153,486,066,343",,
Provision of services,Provision of services,Provision of services,"15,460,872,000","14,588,344,915",,
Sales of others,Sales of others,Sales of others,"5,076,119,830",-,,
Purchases of merchandise goods,Purchases of merchandise goods,Purchases of merchandise goods,"23,417,725,320","7,365,746,240",,
Purchases of services,Purchases of services,Purchases of services,"9,945,603,900",-,,
Transportation fees,Transportation fees,Transportation fees,"1,511,460,924","2,288,277,052",,
Pallets rental fees,Pallets rental fees,Pallets rental fees,"3,616,272,740","3,808,796,971",,
Bottles replacement fees,Bottles replacement fees,Bottles replacement fees,"11,293,387,310","5,687,349,622",,
Profits distribution,Profits distribution,Profits distribution,"1,054,645,615,955","900,698,382,856",,
Other transactions,Other transactions,Other transactions,"2,163,498,804","3,859,536",,
Northern Sai Gon Beer Trading Joint Stock Company,Northern Sai Gon Beer Trading Joint Stock Company,Northern Sai Gon Beer Trading Joint Stock Company,Northern Sai Gon Beer Trading Joint Stock Company,Northern Sai Gon Beer Trading Joint Stock Company,,
Sales of raw materials,Sales of raw materials,Sales of raw materials,"70,755,000",-,,
Purchases of merchandise goods,Purchases of merchandise goods,Purchases of merchandise goods,"1,243,124,790","2,322,172,310",,
Support for selling expenses,Support for selling expenses,Support for selling expenses,"191,718,969,649","174,072,086,572",,
Promotion goods expenses,Promotion goods expenses,Promotion goods expenses,"11,681,236,165","9,650,560,810",,
Dividends received,Dividends received,Dividends received,"77,549,065,667","70,721,398,467",,
Other transactions,Other transactions,Other transactions,"5,486,123,466","2,397,599,379",,
Sai Gon Beer Bac Trung Bo Trading Joint Stock Company,Sai Gon Beer Bac Trung Bo Trading Joint Stock Company,Sai Gon Beer Bac Trung Bo Trading Joint Stock Company,Sai Gon Beer Bac Trung Bo Trading Joint Stock Company,Sai Gon Beer Bac Trung Bo Trading Joint Stock Company,,
Purchases of merchandise goods,Purchases of merchandise goods,Purchases of merchandise goods,"14,191,940","3,032,760",,
Support for selling expenses,Support for selling expenses,Support for selling expenses,"139,262,301,339","102,934,743,505",,
Promotion goods expenses,Promotion goods expenses,Promotion goods expenses,"9,973,014,987","8,812,036,024",,
Dividends received,Dividends received,Dividends received,"26,654,352,419","11,110,221,055",,
Other transactions,Other transactions,Other transactions,"4,419,697,297","3,733,427,844",,
