row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,31/12/2022_2,31/12/2022_3,31/12/2022_4,1/1/2022,1/1/2022_1,1/1/2022_2,numeric__31/12/2022,numeric__31/12/2022_1,numeric__31/12/2022_2,numeric__31/12/2022_3,numeric__31/12/2022_4,numeric__1/1/2022,numeric__1/1/2022_1,numeric__1/1/2022_2
,,,Overdue days,Cost VND,Allowance VND,Recoverable amount VND,Overdue days,Cost VND,Allowance VND,Recoverable amount VND,,,,,,,,
Prepayments to suppliers,Prepayments to suppliers,Prepayments to suppliers,-,-,-,-,Over 2 years,"3,674,748,890","(3,674,748,890)",-,,,,,,,,
Other short-term receivables,Other short-term receivables,Other short-term receivables,Over 3 years,"277,230,733,543","(277,230,733,543)",-,Over 2 years,"320,160,761,240","(320,160,761,240)",-,,,,,,,,
,,,,"277,230,733,543","(277,230,733,543)",-,,"323,835,510,130","(323,835,510,130)",-,,,,,,,,
