row_label_raw,row_label_full,col_0,Code,Note,31/12/2022 VND,1/1/2022 VND,numeric__Code,numeric__Note,numeric__31/12/2022 VND,numeric__1/1/2022 VND
Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long-term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,"5,393,976,928,997","5,426,363,614,483",200.0,,,
Accounts receivable – long-term,Accounts receivable – long-term,Accounts receivable – long-term,210,,"389,741,219,423","317,605,589,874",210.0,,,
Loans receivable – long-term,Loans receivable – long-term,Loans receivable – long-term,215,,"50,000,000,000","4,000,000,000",215.0,,,
Other long-term receivables,Other long-term receivables,Other long-term receivables,216,8(b),"347,741,219,423","346,474,469,779",216.0,,,
Allowance for doubtful debts,Allowance for doubtful debts,Allowance for doubtful debts,219,9(b),"(8,000,000,000)","(32,868,879,905)",219.0,,,
Fixed assets,Fixed assets,Fixed assets,220,,"1,255,441,067,596","1,372,102,664,799",220.0,,,
Tangible fixed assets,Tangible fixed assets,Tangible fixed assets,221,12,"407,699,420,104","519,922,692,044",221.0,12.0,,
Cost,Cost,Cost,222,,"3,664,673,326,794","3,659,599,957,414",222.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,223,,"(3,256,973,906,690)","(3,139,677,265,370)",223.0,,,
Intangible fixed assets,Intangible fixed assets,Intangible fixed assets,227,13,"847,741,647,492","852,179,972,755",227.0,13.0,,
Cost,Cost,Cost,228,,"982,485,975,769","982,085,975,769",228.0,,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,229,,"(134,744,328,277)","(129,906,003,014)",229.0,,,
Investment properties,Investment properties,Investment properties,230,14,"23,668,881,689","29,527,891,877",230.0,14.0,,
Cost,Cost,Cost,231,,"45,862,629,046","45,862,629,046",231.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,232,,"(22,193,747,357)","(16,334,737,169)",232.0,,,
Long-term work in progress,Long-term work in progress,Long-term work in progress,240,,"37,111,124,352","24,342,956,863",240.0,,,
Construction in progress,Construction in progress,Construction in progress,242,15,"37,111,124,352","24,342,956,863",242.0,15.0,,
Long-term financial investments,Long-term financial investments,Long-term financial investments,250,,"3,463,427,285,705","3,478,498,852,408",250.0,,,
Investments in subsidiaries,Investments in subsidiaries,Investments in subsidiaries,251,6(c),"2,877,202,995,029","2,837,212,995,029",251.0,,,
Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,Investments in associates andjointly controlled entities,252,6(c),"613,705,350,635","613,705,350,635",252.0,,,
Equity investments in other entities,Equity investments in other entities,Equity investments in other entities,253,6(c),"569,372,362,407","569,372,362,407",253.0,,,
Allowance for diminution in the valueof long-term financial investments,Allowance for diminution in the valueof long-term financial investments,Allowance for diminution in the valueof long-term financial investments,254,6(c),"(596,853,422,366)","(562,660,735,568)",254.0,,,
Held-to-maturity investments,Held-to-maturity investments,Held-to-maturity investments,255,6(b),-,"20,868,879,905",255.0,,,
Other long-term assets,Other long-term assets,Other long-term assets,260,,"224,587,350,232","204,285,658,662",260.0,,,
Long-term prepaid expenses,Long-term prepaid expenses,Long-term prepaid expenses,261,11(b),"64,769,684,770","65,456,582,932",261.0,,,
Deferred tax assets,Deferred tax assets,Deferred tax assets,262,16,"146,905,104,810","126,655,453,828",262.0,16.0,,
"Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts","Long-term tools, supplies and spare parts",263,10(b),"12,912,560,652","12,173,621,902",263.0,,,
TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),270,,"28,619,539,457,589","25,436,226,398,988",270.0,,,
