row_label_raw,row_label_full,col_0,Unit,31/12/2022,1/1/2022,numeric__Unit,numeric__31/12/2022,numeric__1/1/2022
Plastic crates,Plastic crates,Plastic crates,piece,"80,019","77,064",,80.019,77.064
Chemicals,Chemicals,Chemicals,litre,"10,625",-,,10.625,
Pallet,Pallet,Pallet,piece,"4,878","4,453",,4.878,4.453
Tools and spare parts,Tools and spare parts,Tools and spare parts,piece,461,-,,461.0,
