row_label_raw,row_label_full,col_0,Land use rights (*) VND,Software VND,Total VND,numeric__Land use rights (*) VND,numeric__Software VND,numeric__Total VND
Cost,Cost,Cost,Cost,Cost,Cost,,,
Opening balance,Opening balance,Opening balance,"917,286,855,722","64,799,120,047","982,085,975,769",,,
Transfer from construction in progress,Transfer from construction in progress,Transfer from construction in progress,-,"400,000,000","400,000,000",,,
Closing balance,Closing balance,Closing balance,"917,286,855,722","65,199,120,047","982,485,975,769",,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,,,
Opening balance,Opening balance,Opening balance,"66,057,694,869","63,848,308,145","129,906,003,014",,,
Charge for the year,Charge for the year,Charge for the year,"4,208,887,656","629,437,607","4,838,325,263",,,
Closing balance,Closing balance,Closing balance,"70,266,582,525","64,477,745,752","134,744,328,277",,,
Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,,,
Opening balance,Opening balance,Opening balance,"851,229,160,853","950,811,902","852,179,972,755",,,
Closing balance,Closing balance,Closing balance,"847,020,273,197","721,374,295","847,741,647,492",,,
