row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2022VND,2021VND,,
Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng > Bán nguyên vật liệu,Bán nguyên vật liệu,908.415.659.918,630.550.064.858,908415659918.0,630550064858.0
Cung cấp dịch vụ,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng > Cung cấp dịch vụ,Cung cấp dịch vụ,23.058.000,-,23058000.0,
Mua hàng hóa,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng > Mua hàng hóa,Mua hàng hóa,2.369.399.962.970,1.892.349.971.530,2369399962970.0,1892349971530.0
Cổ tức đã nhận,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng > Cổ tức đã nhận,Cổ tức đã nhận,21.165.000.000,10.582.500.000,21165000000.0,10582500000.0
Giao dịch khác,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng > Giao dịch khác,Giao dịch khác,783.745.806,335.638.005,783745806.0,335638005.0
Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát,,
Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa > Bán nguyên vật liệu,Bán nguyên vật liệu,277.210.617.190,219.868.905.558,277210617190.0,219868905558.0
Mua hàng hóa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa > Mua hàng hóa,Mua hàng hóa,687.039.271.270,651.936.032.700,687039271270.0,651936032700.0
Giao dịch khác,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa > Giao dịch khác,Giao dịch khác,115.579.743,225.344.037,115579743.0,225344037.0
Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Kiên Giang > Bán nguyên vật liệu,Bán nguyên vật liệu,426.200.166.761,254.929.614.741,426200166761.0,254929614741.0
Mua hàng hóa,Công ty Cổ phần Bia Sài Gòn - Kiên Giang > Mua hàng hóa,Mua hàng hóa,1.134.943.493.990,775.502.006.090,1134943493990.0,775502006090.0
Giao dịch khác,Công ty Cổ phần Bia Sài Gòn - Kiên Giang > Giao dịch khác,Giao dịch khác,53.541.966,222.717.339,53541966.0,222717339.0
Công ty Cổ phần Bia Sài Gòn - Miền Trung,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Công ty Cổ phần Bia Sài Gòn - Miền Trung,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Bán nguyên vật liệu,Bán nguyên vật liệu,476.491.444.503,377.953.135.021,476491444503.0,377953135021.0
Mua hàng hóa,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Mua hàng hóa,Mua hàng hóa,1.417.094.941.070,1.278.856.530.700,1417094941070.0,1278856530700.0
Cổ tức đã nhận,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Cổ tức đã nhận,Cổ tức đã nhận,33.660.770.500,24.043.407.500,33660770500.0,24043407500.0
Giao dịch khác,Công ty Cổ phần Bia Sài Gòn - Miền Trung > Giao dịch khác,Giao dịch khác,308.647.843,305.840.682,308647843.0,305840682.0
Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Phú Thọ > Bán nguyên vật liệu,Bán nguyên vật liệu,272.880.860.232,212.286.436.586,272880860232.0,212286436586.0
Mua hàng hóa,Công ty Cổ phần Bia Sài Gòn - Phú Thọ > Mua hàng hóa,Mua hàng hóa,656.439.445.070,645.269.426.340,656439445070.0,645269426340.0
Cổ tức đã nhận,Công ty Cổ phần Bia Sài Gòn - Phú Thọ > Cổ tức đã nhận,Cổ tức đã nhận,5.068.125.000,5.068.125.000,5068125000.0,5068125000.0
Giao dịch khác,Công ty Cổ phần Bia Sài Gòn - Phú Thọ > Giao dịch khác,Giao dịch khác,95.461.677,142.835.379,95461677.0,142835379.0
Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long > Bán nguyên vật liệu,Bán nguyên vật liệu,419.428.503.067,261.558.490.683,419428503067.0,261558490683.0
Cung cấp dịch vụ,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long > Cung cấp dịch vụ,Cung cấp dịch vụ,3.201.716.196,3.201.716.196,3201716196.0,3201716196.0
Mua hàng hóa,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long > Mua hàng hóa,Mua hàng hóa,1.097.108.428.970,803.458.720.530,1097108428970.0,803458720530.0
Cổ tức đã nhận,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long > Cổ tức đã nhận,Cổ tức đã nhận,7.500.000.000,5.100.000.000,7500000000.0,5100000000.0
Giao dịch khác,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long > Giao dịch khác,Giao dịch khác,9.049.697,262.768.395,9049697.0,262768395.0
Công ty Cổ phần Bia Sài Gòn - Bến Tre,Công ty Cổ phần Bia Sài Gòn - Bến Tre,Công ty Cổ phần Bia Sài Gòn - Bến Tre,Công ty Cổ phần Bia Sài Gòn - Bến Tre,Công ty Cổ phần Bia Sài Gòn - Bến Tre,,
Bán nguyên vật liệu,Công ty Cổ phần Bia Sài Gòn - Bến Tre > Bán nguyên vật liệu,Bán nguyên vật liệu,416.746.033.180,327.278.074.369,416746033180.0,327278074369.0
Mua hàng hóa,Công ty Cổ phần Bia Sài Gòn - Bến Tre > Mua hàng hóa,Mua hàng hóa,1.169.420.458.490,944.552.204.300,1169420458490.0,944552204300.0
Cổ tức đã nhận,Công ty Cổ phần Bia Sài Gòn - Bến Tre > Cổ tức đã nhận,Cổ tức đã nhận,3.000.000.000,1.000.000.000,3000000000.0,1000000000.0
Giao dịch khác,Công ty Cổ phần Bia Sài Gòn - Bến Tre > Giao dịch khác,Giao dịch khác,58.334.574,368.597.247,58334574.0,368597247.0
