row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm > Giá trị,Đơn vị tính: VND > Số có khả năngtrả nợ,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Số cuối năm > Giá trị,numeric__Đơn vị tính: VND > Số có khả năngtrả nợ,numeric__Đơn vị tính: VND > Số đầu năm
Phải trả người bánngắn hạn,Phải trả người bánngắn hạn,Phải trả người bánngắn hạn,72.822.576.676,72.822.576.676,1.051.300.744.677,1.051.300.744.677,72822576676.0,72822576676.0,1051300744677.0,1051300744677.0
SOFIA MEDLS-Nikko,SOFIA MEDLS-Nikko,SOFIA MEDLS-Nikko,15.858.281.029,15.858.281.029,30.755.083.475,30.755.083.475,15858281029.0,15858281029.0,30755083475.0,30755083475.0
Copper Inc.,Copper Inc.,Copper Inc.,-,-,936.161.405.673,936.161.405.673,,,936161405673.0,936161405673.0
Phải trả đốitương khác,Phải trả đốitương khác,Phải trả đốitương khác,56.964.295.647,56.964.295.647,84.384.255.529,84.384.255.529,56964295647.0,56964295647.0,84384255529.0,84384255529.0
Phải trả cho cácbên liên quan(Thuyết minh số30),Phải trả cho cácbên liên quan(Thuyết minh số30),Phải trả cho cácbên liên quan(Thuyết minh số30),7.701.351.632,7.701.351.632,477.400.000,477.400.000,7701351632.0,7701351632.0,477400000.0,477400000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,80.523.928.308,80.523.928.308,1.051.778.144.677,1.051.778.144.677,80523928308.0,80523928308.0,1051778144677.0,1051778144677.0
