row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRÀ,,3.683.731.943.746,3.595.377.615.815,,,3683731943746.0,3595377615815.0
310,310,310,I. Nợ ngắn hạn,,1.992.237.841.753,2.843.715.330.436,,,1992237841753.0,2843715330436.0
311,311,311,1. Phải trả người bán ngắn hạn,16,80.523.928.308,1.051.778.144.677,,16.0,80523928308.0,1051778144677.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,1.947.468.497,256.940.522,,,1947468497.0,256940522.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,400.181.852,26.727.726.209,,17.0,400181852.0,26727726209.0
314,314,314,4. Phải trả người lao động,,6.708.793.085,5.168.139.761,,,6708793085.0,5168139761.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,45.647.203.860,21.574.746.452,,18.0,45647203860.0,21574746452.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,19,6.777.266.439,5.234.636.123,,19.0,6777266439.0,5234636123.0
319,319,319,7. Phải trả ngắn hạn khác,20,928.237.249.902,39.553.990.831,,20.0,928237249902.0,39553990831.0
320,320,320,8. Vay và nợ ngắn hạn,21,912.193.399.057,1.679.861.225.714,,21.0,912193399057.0,1679861225714.0
321,321,321,9. Dự phòng phải trả ngắn hạn,22,2.123.935.262,4.352.998.000,,22.0,2123935262.0,4352998000.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,7.678.415.491,9.206.782.147,,,7678415491.0,9206782147.0
330,330,330,II. Nợ dài hạn,,1.691.494.101.993,751.662.285.379,,,1691494101993.0,751662285379.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,19,43.642.636.966,44.731.618.150,,19.0,43642636966.0,44731618150.0
337,337,337,2. Phải trả dài hạn khác,20,518.792.794.209,16.378.111.022,,20.0,518792794209.0,16378111022.0
338,338,338,3. Vay và nợ dài hạn,21,1.122.880.158.322,682.250.108.449,,21.0,1122880158322.0,682250108449.0
342,342,342,4. Dự phòng phải trả dài hạn,22,6.178.512.496,8.302.447.758,,22.0,6178512496.0,8302447758.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.121.006.289.553,4.787.117.747.074,,,5121006289553.0,4787117747074.0
410,410,410,I. Vốn chủ sở hữu,23,5.119.089.920.116,4.785.046.410.969,,23.0,5119089920116.0,4785046410969.0
411,411,411,1. Vốn cổ phần đã phát hành,,4.882.440.000.000,4.065.600.000.000,,,4882440000000.0,4065600000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.882.440.000.000,4.065.600.000.000,,,4882440000000.0,4065600000000.0
412,412,412,2. Thặng dư vốn cổ phần,,66.457.000.000,547.112.000.000,,,66457000000.0,547112000000.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,170.192.920.116,172.334.410.969,,,170192920116.0,172334410969.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,80.906.410.969,-,,,80906410969.0,
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,89.286.509.147,172.334.410.969,,,89286509147.0,172334410969.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,1.916.369.437,2.071.336.105,,,1916369437.0,2071336105.0
432,432,432,1. Nguồn kinh phí đã hình thành TSCĐ,,1.916.369.437,2.071.336.105,,,1916369437.0,2071336105.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,8.804.738.233.299,8.382.495.362.889,,,8804738233299.0,8382495362889.0
