row_label_raw,row_label_full,Bên liên quan > Công ty Cổ phần Dây cấp Điện Việt Nam,Mối quan hệ > Công ty con,Nội dung nghiệp vụ > Doanh thu bán hàng hóa và cung cấp dịch vụ,Năm nay > 1.186.193.917.464,Năm trước > 1.854.939.451.612,numeric__Mối quan hệ > Công ty con,numeric__Nội dung nghiệp vụ > Doanh thu bán hàng hóa và cung cấp dịch vụ,numeric__Năm nay > 1.186.193.917.464,numeric__Năm trước > 1.854.939.451.612
Công ty TNHH Một thành viên Cadivi Đồng Nai,Công ty TNHH Một thành viên Cadivi Đồng Nai,Công ty TNHH Một thành viên Cadivi Đồng Nai,Công ty con,Doanh thu bán hàng hóa,143.640.953.380,-,,,143640953380.0,
Công ty TNHH Một thành viên Cadivi Miền Bắc,Công ty TNHH Một thành viên Cadivi Miền Bắc,Công ty TNHH Một thành viên Cadivi Miền Bắc,Công ty con,Doanh thu cung cấp dịch vụ,975.954.545,1.204.090.909,,,975954545.0,1204090909.0
Công ty TNHH Một thành viên Năng lượng GELEX,Công ty TNHH Một thành viên Năng lượng GELEX,Công ty TNHH Một thành viên Năng lượng GELEX,Công ty con,Cho vayThu hồi gốc vayLãi cho vayGóp vốn,1.118.000.000.0001.537.900.000.00032.525.994.523-,2.193.500.000.0001.047.000.000.00056.799.743.907900.000.000.000,,,,2.1935000000001048e+48
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty con,"Doanh thu bán hàng hóa, cung cấp dịch vụLãi ký quỹ mua vật tưCổ tức, lợi nhuận được chia",561.051.868.6617.711.265.673-,598.422.413.508-17.273.484.500,,,,
