row_label_raw,row_label_full,Chỉ tiêu,Năm 2019,Năm 2018,Biến độngNăm 2019/Năm 2018,numeric__Năm 2019,numeric__Năm 2018,numeric__Biến độngNăm 2019/Năm 2018
Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,2.524,2.614,"-3,45%",2524.0,2614.0,-0.0345
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,89,"284,2","-68,58%",89.0,284.2,-0.6858
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,"89,3","257,8","-65,36%",89.3,257.8,-0.6536
