row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc (VND),Số cuối năm > Giá trị có thể thu hồi (VND),Số đầu năm > Giá gốc (VND),Số đầu năm > Giá trị có thể thu hồi (VND),numeric__Số cuối năm > Giá gốc (VND),numeric__Số cuối năm > Giá trị có thể thu hồi (VND),numeric__Số đầu năm > Giá gốc (VND),numeric__Số đầu năm > Giá trị có thể thu hồi (VND)
Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,5.763.936.875,-,5.763.936.875,609.261.210,5763936875.0,,5763936875.0,609261210.0
Công ty Cổ phần Vật tư và Xây dựng Hà Nội,Công ty Cổ phần Vật tư và Xây dựng Hà Nội,Công ty Cổ phần Vật tư và Xây dựng Hà Nội,7.238.978.500,-,7.422.884.200,1.859.119.980,7238978500.0,,7422884200.0,1859119980.0
Công ty TNHH Một thành viên Điện lực,Công ty TNHH Một thành viên Điện lực,Công ty TNHH Một thành viên Điện lực,,,,,,,,
Nghệ An,Công ty TNHH Một thành viên Điện lực > Nghệ An,Nghệ An,124.680.380,-,1.016.134.480,-,124680380.0,,1016134480.0,
Các khoản khác,Công ty TNHH Một thành viên Điện lực > Các khoản khác,Các khoản khác,1.373.729.223,-,1.373.729.223,-,1373729223.0,,1373729223.0,
TỔNG CỘNG,Công ty TNHH Một thành viên Điện lực > TỔNG CỘNG,TỔNG CỘNG,14.501.324.978,-,15.576.684.778,2.468.381.190,14501324978.0,,15576684778.0,2468381190.0
