row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > -,Số phải nộp trong năm > 216.418.299.602,Số đã nộp trong năm > (216.418.299.602),Đơn vị tính: VND > -,numeric__Số đầu năm > -,numeric__Số phải nộp trong năm > 216.418.299.602,numeric__Số đã nộp trong năm > (216.418.299.602),numeric__Đơn vị tính: VND > -
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,26.424.900.258,-,(26.424.900.258),-,26424900258.0,,-26424900258.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,302.825.951,4.996.284.855,(4.913.600.533),385.510.273,302825951.0,4996284855.0,-4913600533.0,385510273.0
Thuế nhà đất,Thuế nhà đất,Thuế nhà đất,-,8.302.729.045,(8.302.729.045),-,,8302729045.0,-8302729045.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,12.858.307.645,(12.843.636.066),14.671.579,,12858307645.0,-12843636066.0,14671579.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,26.727.726.209,242.575.621.147,(268.903.165.504),400.181.852,26727726209.0,242575621147.0,-268903165504.0,400181852.0
