row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,765.536.973,335.211.171,765536973.0,335211171.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,28.187.765.761,96.559.383.464,28187765761.0,96559383464.0
TỔNG CÔNG,TỔNG CÔNG,TỔNG CÔNG,28.953.302.734,96.894.594.635,28953302734.0,96894594635.0
