row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24.1,2.524.351.214.229,2.614.659.383.994,,241.0,2524351214229.0,2614659383994.0
02,02,02,2. Các khoản giảm trừ doanh thu,24.1,(167.187.000),-,,241.0,-167187000.0,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,24.1,2.524.184.027.229,2.614.659.383.994,,241.0,2524184027229.0,2614659383994.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,25,(2.450.397.153.543),(2.547.335.261.717),,25.0,-2450397153543.0,-2547335261717.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,73.786.873.686,67.324.122.277,,,73786873686.0,67324122277.0
21,21,21,6. Doanh thu hoạt động tài chính,24.2,361.367.232.473,534.474.777.131,,242.0,361367232473.0,534474777131.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,26,(269.210.044.492) (213.580.255.597),(277.044.959.108) (243.192.909.689),,26.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,26,(269.210.044.492) (213.580.255.597),(277.044.959.108) (243.192.909.689),,26.0,,
25,25,25,8. Chi phí bán hàng,27,(3.362.466.373),9.811.452.078,,27.0,-3362466373.0,9811452078.0
26,26,26,9. Chi phí quản lý doanh nghiệp,27,(74.653.394.185),(49.983.997.415),,27.0,-74653394185.0,-49983997415.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,87.928.201.109,284.581.394.963,,,87928201109.0,284581394963.0
31,31,31,11. Thu nhập khác,,1.383.824.019,4.344.335.880,,,1383824019.0,4344335880.0
32,32,32,12. Chi phí khác,,(25.515.981),(4.749.853.874),,,-25515981.0,-4749853874.0
40,40,40,13. Lợi nhuận/(lỗ) khác,,1.358.308.038,(405.517.994),,,1358308038.0,-405517994.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,89.286.509.147,284.175.876.969,,,89286509147.0,284175876969.0
51,51,51,15. Chi phí thuế TNDN hiện hành,29.1,-,(26.424.900.258),,291.0,,-26424900258.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,89.286.509.147,257.750.976.711,,,89286509147.0,257750976711.0
